r0,g0-r0,Class
18.5453356,0.5828804,1.0
18.537335600000002,0.6258804,1.0
18.2113356,0.5888804,1.0
18.406335600000002,0.5088804,1.0
19.1733356,0.6308804,1.0
17.715335600000003,0.46788040000000003,1.0
19.065335600000004,0.6798804,1.0
20.117335600000004,0.9418804000000001,1.0
16.988335600000003,0.4458804,1.0
19.136335600000002,0.7378804,1.0
17.4553356,0.4878804,1.0
19.031335600000002,0.6568804,1.0
19.217335600000002,0.6648804,1.0
16.4193356,0.5558804,2.0
18.988335600000003,0.6878804000000001,1.0
18.979335600000002,0.7128804,1.0
19.317335600000003,0.6878804000000001,1.0
14.8123356,0.6998804,3.0
17.3653356,0.4478804,1.0
18.9613356,0.7138804,1.0
18.334335600000003,0.5518804,1.0
18.541335600000004,0.6018804,1.0
19.245335600000004,0.6508804,1.0
18.400335600000002,0.5388804,1.0
16.7763356,0.5208804,2.0
19.111335600000004,0.6608804,1.0
19.6153356,0.8708804,1.0
19.611335600000004,0.9378804000000001,1.0
18.395335600000003,0.6288804,1.0
17.823335600000004,0.4278804,1.0
14.8783356,0.7328804,3.0
15.5003356,0.6208804,3.0
16.6663356,0.4908804,2.0
16.1793356,0.4998804,2.0
20.136335600000002,0.9218804,1.0
18.9813356,0.6938804000000001,1.0
17.497335600000003,0.4998804,1.0
17.773335600000003,0.4568804,1.0
18.6153356,0.5698804,1.0
17.648335600000003,0.4308804,1.0
18.879335600000005,0.6808804,1.0
19.204335600000004,0.7248804,1.0
14.8803356,0.6688804,3.0
19.058335600000003,0.7108804,1.0
14.0073356,0.016880400000000018,4.0
16.6533356,0.46888040000000003,2.0
19.357335600000003,0.8058804,1.0
18.472335600000005,0.6158804,1.0
18.3883356,0.6138804,1.0
19.151335600000003,0.6928804000000001,1.0
19.5393356,0.7948804,1.0
17.410335600000003,0.40888040000000003,1.0
17.224335600000003,0.4978804,1.0
16.7113356,0.4608804,2.0
18.239335600000004,0.5618804000000001,1.0
18.599335600000003,0.5388804,1.0
18.059335600000004,0.4618804,1.0
19.117335600000004,0.7348804,1.0
16.882335600000005,0.4628804,1.0
18.557335600000002,0.6358804,1.0
16.6223356,0.5098804,2.0
18.652335600000004,0.6398804,1.0
19.213335600000004,0.7438804,1.0
18.443335600000005,0.5798804,1.0
18.4553356,0.6218804,1.0
18.893335600000004,0.6608804,1.0
18.496335600000002,0.5958804,1.0
19.864335600000004,0.9788804,1.0
20.0483356,0.9708804,1.0
18.223335600000002,0.5458804,1.0
19.3013356,0.7288804,1.0
18.691335600000002,0.6408804,1.0
20.058335600000003,1.0668803999999998,1.0
14.9073356,0.6608804,3.0
18.832335600000004,0.6898804000000001,1.0
17.069335600000002,0.4498804,1.0
17.165335600000002,0.5068804,1.0
18.650335600000002,0.5708804,1.0
20.177335600000003,1.1718803999999998,1.0
16.3463356,0.5388804,2.0
19.553335600000004,0.7528804,1.0
17.274335600000004,0.5098804,1.0
19.550335600000004,0.7508804,1.0
19.514335600000003,0.7908804,1.0
17.569335600000002,0.46788040000000003,1.0
19.504335600000005,0.8918804,1.0
18.499335600000002,0.6108804,1.0
17.977335600000004,0.5618804000000001,1.0
19.871335600000002,0.8598804,1.0
18.091335600000004,0.5118804,1.0
16.6363356,0.4498804,2.0
18.671335600000003,0.6308804,1.0
18.686335600000003,0.5958804,1.0
20.233335600000004,1.0588803999999998,1.0
15.3653356,0.6608804,3.0
20.096335600000003,0.9568804,1.0
19.262335600000004,0.7278804,1.0
19.2663356,0.6588804,1.0
18.7953356,0.6508804,1.0
16.5733356,0.4908804,2.0
17.4263356,0.4998804,1.0
18.907335600000003,0.6058804,1.0
19.383335600000002,0.6708804,1.0
19.722335600000005,0.8498804,1.0
18.951335600000004,0.6898804000000001,1.0
19.503335600000003,0.8748804,1.0
19.337335600000003,0.7848804,1.0
18.456335600000003,0.5648804000000001,1.0
18.922335600000004,0.6988804,1.0
20.216335600000004,1.0388804,1.0
17.902335600000004,0.5238804,1.0
16.5613356,0.4888804,2.0
20.076335600000004,0.9738804,1.0
19.819335600000002,0.8308804,1.0
18.532335600000003,0.6018804,1.0
19.864335600000004,0.9628804,1.0
19.593335600000003,0.7578804,1.0
16.4333356,0.5318804,2.0
15.0903356,0.6118804,3.0
17.416335600000004,0.4818804,1.0
18.884335600000004,0.6378804,1.0
18.082335600000004,0.4668804000000001,1.0
18.398335600000003,0.5608804000000001,1.0
19.053335600000004,0.6498804,1.0
19.685335600000002,0.8188804000000001,1.0
18.8563356,0.6938804000000001,1.0
18.651335600000003,0.5948804,1.0
18.257335600000005,0.5258804,1.0
17.224335600000003,0.45888039999999997,1.0
17.509335600000004,0.4608804,1.0
17.128335600000003,0.4798804,1.0
16.6983356,0.47188040000000003,2.0
18.438335600000002,0.5948804,1.0
17.223335600000002,0.5298804,1.0
18.871335600000002,0.6488804,1.0
17.8043356,0.4958804,1.0
18.9523356,0.6758804,1.0
19.491335600000003,0.8608804,1.0
19.532335600000003,0.8028804,1.0
17.568335600000005,0.4828804,1.0
17.559335600000004,0.45188040000000007,1.0
18.6413356,0.6618804,1.0
18.210335600000004,0.4568804,1.0
19.807335600000002,0.8898804,1.0
19.843335600000003,0.9788804,1.0
19.034335600000002,0.7628804,1.0
18.155335600000004,0.5578804,1.0
15.1253356,0.6688804,3.0
18.1153356,0.5278804,1.0
17.725335600000005,0.4998804,1.0
18.116335600000003,0.5218804,1.0
19.492335600000004,0.7358804,1.0
18.7983356,0.5728804,1.0
19.471335600000003,0.8018804,1.0
17.703335600000003,0.4638804,1.0
17.9523356,0.4418804,1.0
19.2693356,0.7788804,1.0
18.031335600000002,0.5818804,1.0
18.777335600000004,0.6238804,1.0
18.476335600000002,0.6378804,1.0
17.130335600000002,0.4598804,1.0
19.244335600000003,0.6878804000000001,1.0
19.656335600000002,0.7628804,1.0
15.0783356,0.6818804,3.0
17.267335600000003,0.5258804,1.0
20.0103356,0.9248804,1.0
17.781335600000002,0.5148804,1.0
18.273335600000003,0.5648804000000001,1.0
18.624335600000002,0.5388804,1.0
19.034335600000002,0.6808804,1.0
19.898335600000003,0.8828804,1.0
18.656335600000002,0.5808804,1.0
17.951335600000004,0.5278804,1.0
16.7613356,0.42188039999999993,2.0
18.384335600000004,0.5398804,1.0
18.598335600000002,0.6008804,1.0
16.7063356,0.47088040000000003,2.0
16.7473356,0.4808804,2.0
19.691335600000002,0.7998804,1.0
19.248335600000004,0.8048804,1.0
18.3533356,0.5028804,1.0
19.1353356,0.7088804,1.0
18.435335600000002,0.6188804,1.0
18.680335600000003,0.6288804,1.0
19.0133356,0.6228804,1.0
19.6993356,0.8058804,1.0
18.587335600000003,0.6448804,1.0
18.8973356,0.7278804,1.0
18.933335600000003,0.6788804,1.0
17.982335600000003,0.5368804,1.0
15.5143356,0.5998804,3.0
18.622335600000003,0.6138804,1.0
15.8023356,0.6278804,3.0
17.123335600000004,0.44388039999999995,1.0
17.783335600000004,0.47188040000000003,1.0
19.515335600000004,0.7798804,1.0
18.683335600000003,0.6258804,1.0
19.430335600000003,0.8008804,1.0
17.340335600000003,0.4538804,1.0
19.366335600000003,0.7898804,1.0
18.9493356,0.5958804,1.0
14.9363356,0.6508804,3.0
17.1733356,0.4548804,1.0
20.092335600000002,1.0668803999999998,1.0
18.408335600000004,0.5028804,1.0
16.901335600000003,0.5028804,1.0
18.432335600000002,0.6238804,1.0
16.5773356,0.4818804,2.0
17.968335600000003,0.5728804,1.0
18.035335600000003,0.5748804,1.0
16.6573356,0.4618804,2.0
17.942335600000003,0.4778804,1.0
18.834335600000003,0.6738804,1.0
19.402335600000004,0.7848804,1.0
19.645335600000003,0.7648804,1.0
19.3533356,0.7518804,1.0
18.945335600000003,0.6598804,1.0
19.579335600000004,0.7668804,1.0
19.079335600000004,0.6048804,1.0
18.504335600000005,0.5768804,1.0
17.858335600000004,0.5398804,1.0
18.591335600000004,0.5598804000000001,1.0
16.878335600000003,0.4408804,1.0
17.831335600000003,0.4838804,1.0
19.520335600000003,0.7818804,1.0
18.6793356,0.6718804,1.0
18.956335600000003,0.7358804,1.0
18.683335600000003,0.6768804,1.0
19.140335600000004,0.7088804,1.0
17.412335600000002,0.46888040000000003,1.0
18.732335600000003,0.6658804,1.0
20.0103356,0.9958804,1.0
16.4883356,0.5108804,2.0
16.1203356,0.6068804,2.0
18.902335600000004,0.6108804,1.0
19.896335600000004,0.8318804,1.0
19.398335600000003,0.7768804,1.0
18.864335600000004,0.7208804,1.0
18.0393356,0.5168804,1.0
