u,g,r,i,z,u-g,g-r,r-i,i-z
20.28938,19.03547,18.67394,18.57075,18.3967,1.25391,0.36153,0.10319,0.17405
21.279,19.24612,18.66227,18.45137,18.18902,2.03288,0.58385,0.2109,0.26235
20.29539,19.02788,18.62057,18.51175,18.26033,1.26751,0.40731,0.10882,0.25142
20.15961,19.14019,19.14903,19.61152,18.38114,1.01942,-0.00884,-0.46249,1.23038
19.99111,18.60486,18.18535,18.00233,17.80603,1.38625,0.41951,0.18302,0.1963
20.1917,18.62708,18.11934,17.97799,17.76584,1.56462,0.50774,0.14135,0.21215
19.56273,18.22972,17.75029,17.56267,17.36538,1.33301,0.47943,0.18762,0.19729
19.48221,18.1426,17.67326,17.4878,17.25927,1.33961,0.46934,0.18546,0.22853
19.40639,18.03064,17.57121,17.38264,17.17871,1.37575,0.45943,0.18857,0.20393
18.95687,17.61645,17.12797,16.93427,16.72012,1.34042,0.48848,0.1937,0.21415
17.80725,16.48085,15.99693,15.83294,15.66568,1.3264,0.48392,0.16399,0.16726
18.07356,16.58583,15.98091,15.75156,15.54344,1.48773,0.60492,0.22935,0.20812
17.56877,16.32762,15.7379,15.5368,15.36349,1.24115,0.58972,0.2011,0.17331
17.70307,16.12928,15.46258,15.20941,15.00438,1.57379,0.6667,0.25317,0.20503
17.39808,15.64933,14.91048,14.63231,14.41764,1.74875,0.73885,0.27817,0.21467
17.24929,14.75984,13.78534,13.52705,13.22531,2.48945,0.9745,0.25829,0.30174
24.03296,23.5614,22.18414,22.32013,21.32792,0.47156,1.37726,-0.13599,0.99221
22.66439,23.69479,22.18389,22.36615,21.72874,-1.0304,1.5109,-0.18226,0.63741
22.88997,22.59618,22.23208,21.53633,22.35873,0.29379,0.3641,0.69575,-0.8224
22.30631,21.91252,21.4835,21.02455,20.80506,0.39379,0.42902,0.45895,0.21949
23.75127,21.8035,21.36188,21.20371,21.3738,1.94777,0.44162,0.15817,-0.17009
22.42471,21.20979,20.80197,20.69077,20.60118,1.21492,0.40782,0.1112,0.08959
21.66512,21.50117,20.94443,20.94746,20.88336,0.16395,0.55674,-0.00303,0.0641
21.52775,20.57093,20.18638,20.09891,19.91238,0.95682,0.38455,0.08747,0.18653
23.38084,21.74397,21.31179,21.14596,21.62413,1.63687,0.43218,0.16583,-0.47817
21.9249,21.30461,20.83631,20.68592,22.57215,0.62029,0.4683,0.15039,-1.88623
23.0784,21.41977,20.95685,20.89308,20.65549,1.65863,0.46292,0.06377,0.23759
21.17454,20.47791,20.09264,20.01291,19.74792,0.69663,0.38527,0.07973,0.26499
21.87589,21.14253,20.7567,20.72832,21.04672,0.73336,0.38583,0.02838,-0.3184
21.67252,21.11724,20.69995,20.48255,20.31381,0.55528,0.41729,0.2174,0.16874
21.55923,20.73717,20.37852,20.27866,20.29739,0.82206,0.35865,0.09986,-0.01873
21.22086,20.26336,19.89769,19.77545,19.57173,0.9575,0.36567,0.12224,0.20372
22.22234,26.06055,25.19559,25.16761,22.51126,-3.83821,0.86496,0.02798,2.65635
23.86258,26.2178,25.20017,21.90824,23.22141,-2.35522,1.01763,3.29193,-1.31317
20.98737,20.25181,19.91262,19.8495,19.88509,0.73556,0.33919,0.06312,-0.03559
25.01687,21.87253,20.28515,19.65039,19.21168,3.14434,1.58738,0.63476,0.43871
16.67149,14.9463,14.42559,14.81663,12.74568,1.72519,0.52071,-0.39104,2.07095
18.38531,17.0755,16.52529,16.29221,16.19785,1.30981,0.55021,0.23308,0.09436
18.57149,17.27227,16.67025,16.38745,16.29568,1.29922,0.60202,0.2828,0.09177
18.41971,17.17298,16.57152,16.30485,16.16994,1.24673,0.60146,0.26667,0.13491
17.78877,25.1144,24.80204,24.36181,22.82692,-7.32563,0.31236,0.44023,1.53489
17.53984,25.1144,24.80204,24.36181,22.82692,-7.57456,0.31236,0.44023,1.53489
17.29294,16.35849,16.6453,24.3618,22.8269,0.93445,-0.28681,-7.7165,1.5349
17.58423,16.65301,17.16982,17.7793,22.8269,0.93122,-0.51681,-0.60948,-5.0476
17.30136,16.2142,16.38194,16.53767,16.66963,1.08716,-0.16774,-0.15573,-0.13196
17.72599,16.33701,16.98535,24.3618,22.8269,1.38898,-0.64834,-7.37645,1.5349
24.63466,17.52675,16.40024,16.13083,22.8269,7.10791,1.12651,0.26941,-6.69607
18.10122,16.72904,16.1341,15.85964,15.73884,1.37218,0.59494,0.27446,0.1208
17.6014,16.50646,16.08792,15.92809,15.87318,1.09494,0.41854,0.15983,0.05491
17.60217,16.08882,16.25982,16.63758,22.8269,1.51335,-0.171,-0.37776,-6.18932
20.83883,18.12643,16.61516,15.7478,15.29985,2.7124,1.51127,0.86736,0.44795
16.11922,14.89351,14.20108,13.95053,13.70892,1.22571,0.69243,0.25055,0.24161
17.6593,16.38773,15.85368,15.63939,15.55438,1.27157,0.53405,0.21429,0.08501
16.82252,14.68624,13.59076,13.50226,16.69452,2.13628,1.09548,0.0885,-3.19226
15.94006,13.53632,12.72969,12.17308,14.795,2.40374,0.80663,0.55661,-2.62192
17.23902,14.61238,13.85409,13.44005,15.57319,2.62664,0.75829,0.41404,-2.13314
18.12557,16.38111,15.591,15.30765,15.28596,1.74446,0.79011,0.28335,0.02169
17.09988,15.72802,15.24176,15.04958,15.00848,1.37186,0.48626,0.19218,0.0411
17.65809,16.08946,15.37077,15.06697,14.9951,1.56863,0.71869,0.3038,0.07187
17.64288,16.00811,15.31486,14.95761,14.83059,1.63477,0.69325,0.35725,0.12702
16.98409,15.65989,15.17941,14.98491,14.8962,1.3242,0.48048,0.1945,0.08871
16.94416,15.52162,14.97915,14.75,14.63799,1.42254,0.54247,0.22915,0.11201
14.25675,14.82566,14.52938,14.38407,13.11343,-0.56891,0.29628,0.14531,1.27064
15.76525,14.53465,14.7193,14.85243,14.90213,1.2306,-0.18465,-0.13313,-0.0497
17.15823,15.27395,14.46531,14.0923,13.91151,1.88428,0.80864,0.37301,0.18079
16.63432,14.49574,14.47116,14.83586,12.91796,2.13858,0.02458,-0.3647,1.9179
17.02572,15.10318,14.29665,13.92826,13.77044,1.92254,0.80653,0.36839,0.15782
16.68027,14.35064,15.17315,14.66831,12.42538,2.32963,-0.82251,0.50484,2.24293
21.86472,20.82873,20.53785,20.4645,20.27822,1.03599,0.29088,0.07335,0.18628
22.10578,21.16488,20.79149,20.67294,20.62502,0.9409,0.37339,0.11855,0.04792
24.58674,22.79646,21.70175,20.76634,20.44424,1.79028,1.09471,0.93541,0.3221
23.68204,23.71571,22.61157,23.10782,22.82422,-0.03367,1.10414,-0.49625,0.2836
14.07973,14.32933,14.41639,13.90055,12.66747,-0.2496,-0.08706,0.51584,1.23308
25.12242,23.64288,22.42964,23.03165,21.91129,1.47954,1.21324,-0.60201,1.12036
20.2365,19.2483,19.00019,18.90147,18.8134,0.9882,0.24811,0.09872,0.08807
24.07553,24.35169,22.02498,21.77799,22.15469,-0.27616,2.32671,0.24699,-0.3767
24.08944,22.79419,22.13992,22.13773,21.30266,1.29525,0.65427,0.00219,0.83507
25.22681,22.96464,22.35024,22.3043,22.20788,2.26217,0.6144,0.04594,0.09642
20.32626,19.33749,19.07988,18.93448,18.86697,0.98877,0.25761,0.1454,0.06751
22.99794,21.21839,20.94051,20.78027,20.99857,1.77955,0.27788,0.16024,-0.2183
23.94181,21.9772,21.32873,21.11809,21.29675,1.96461,0.64847,0.21064,-0.17866
25.43769,22.22738,21.85155,21.38656,22.21603,3.21031,0.37583,0.46499,-0.82947
21.2773,19.98933,19.82734,19.59964,19.54402,1.28797,0.16199,0.2277,0.05562
23.74051,21.43358,20.01384,19.44533,19.065,2.30693,1.41974,0.56851,0.38033
20.9699,20.07825,19.8757,19.71197,19.74277,0.89165,0.20255,0.16373,-0.0308
21.39755,20.37232,20.12125,19.97989,20.02159,1.02523,0.25107,0.14136,-0.0417
21.83395,20.67057,20.38927,20.2867,20.34953,1.16338,0.2813,0.10257,-0.06283
22.06182,21.19314,20.93648,20.73019,21.58002,0.86868,0.25666,0.20629,-0.84983
22.31749,21.17952,21.09364,20.78994,21.38955,1.13797,0.08588,0.3037,-0.59961
23.33692,22.21886,21.61752,21.80456,22.27408,1.11806,0.60134,-0.18704,-0.46952
24.89296,23.22377,22.85813,22.10993,21.86165,1.66919,0.36564,0.7482,0.24828
24.2716,21.86271,21.42012,21.31208,21.5647,2.40889,0.44259,0.10804,-0.25262
23.78916,22.26849,21.45061,21.35036,21.56419,1.52067,0.81788,0.10025,-0.21383
24.46611,24.39729,22.45242,21.86397,22.98111,0.06882,1.94487,0.58845,-1.11714
21.8215,20.72203,20.43718,20.35443,19.92168,1.09947,0.28485,0.08275,0.43275
21.21625,20.21222,19.91111,19.89924,19.80005,1.00403,0.30111,0.01187,0.09919
24.52641,23.02291,21.86432,22.6095,22.03629,1.5035,1.15859,-0.74518,0.57321
21.95132,21.02433,20.68412,20.47464,20.52791,0.92699,0.34021,0.20948,-0.05327
20.83366,19.94084,19.6664,19.53039,19.42365,0.89282,0.27444,0.13601,0.10674
21.54683,20.4906,20.17713,20.00588,19.98085,1.05623,0.31347,0.17125,0.02503
26.04887,22.79729,21.98354,22.01997,21.52022,3.25158,0.81375,-0.03643,0.49975
24.27568,22.14142,21.66687,21.48131,20.58895,2.13426,0.47455,0.18556,0.89236
24.96185,22.25394,21.65226,21.63741,20.96522,2.70791,0.60168,0.01485,0.67219
23.05504,22.00041,21.42407,21.17348,21.45408,1.05463,0.57634,0.25059,-0.2806
23.79348,21.95754,21.78807,21.44604,21.47634,1.83594,0.16947,0.34203,-0.0303
23.64961,21.81506,21.46037,21.22437,21.23217,1.83455,0.35469,0.236,-0.0078
23.40401,21.66096,21.19549,20.96135,21.16137,1.74305,0.46547,0.23414,-0.20002
25.96268,22.35344,22.03125,21.75289,21.81036,3.60924,0.32219,0.27836,-0.05747
23.7466,22.48589,21.57823,21.26407,21.48075,1.26071,0.90766,0.31416,-0.21668
23.16716,22.40079,21.73691,21.22324,20.95298,0.76637,0.66388,0.51367,0.27026
22.34243,21.93239,21.48558,21.25497,21.28549,0.41004,0.44681,0.23061,-0.03052
26.15349,23.89373,22.54219,22.22728,22.16069,2.25976,1.35154,0.31491,0.06659
26.6426,25.018,22.61026,22.52724,22.78671,1.6246,2.40774,0.08302,-0.25947
25.53515,24.26171,22.47894,22.48917,21.23516,1.27344,1.78277,-0.01023,1.25401
25.28959,23.1374,22.27849,22.60753,21.24667,2.15219,0.85891,-0.32904,1.36086
24.51577,23.02218,22.43941,21.6473,21.51841,1.49359,0.58277,0.79211,0.12889
19.35182,17.49683,16.80738,16.59977,16.47869,1.85499,0.68945,0.20761,0.12108
20.95069,19.8926,19.61303,19.5862,19.50554,1.05809,0.27957,0.02683,0.08066
21.73357,20.68517,20.29283,20.15269,20.06534,1.0484,0.39234,0.14014,0.08735
22.2639,21.45089,21.09594,21.14735,20.70665,0.81301,0.35495,-0.05141,0.4407
22.64689,21.31767,20.95479,20.80871,20.87739,1.32922,0.36288,0.14608,-0.06868
24.81778,23.83435,21.83763,20.8558,20.44079,0.98343,1.99672,0.98183,0.41501
24.63513,24.88587,22.99335,22.28184,21.57788,-0.25074,1.89252,0.71151,0.70396
24.85915,22.9144,22.26118,21.82697,22.82782,1.94475,0.65322,0.43421,-1.00085
22.90294,22.08975,21.55997,21.49658,21.28515,0.81319,0.52978,0.06339,0.21143
24.34847,22.62477,22.13206,21.76241,21.2608,1.7237,0.49271,0.36965,0.50161
25.30229,23.03899,21.93028,22.11146,21.55267,2.2633,1.10871,-0.18118,0.55879
25.51583,22.64203,21.9951,21.86607,21.67071,2.8738,0.64693,0.12903,0.19536
23.18339,22.98855,22.30395,22.351,22.21505,0.19484,0.6846,-0.04705,0.13595
23.8233,24.10446,22.68862,22.10388,21.89104,-0.28116,1.41584,0.58474,0.21284
24.76827,24.68873,24.30273,22.48169,22.37487,0.07954,0.386,1.82104,0.10682
22.45929,25.26021,24.81654,24.587,23.54146,-2.80092,0.44367,0.22954,1.04554
20.8739,19.88823,19.60952,19.51278,19.47926,0.98567,0.27871,0.09674,0.03352
21.21667,19.96183,19.7958,19.74725,19.65956,1.25484,0.16603,0.04855,0.08769
21.19128,20.1939,19.88952,19.77247,19.77585,0.99738,0.30438,0.11705,-0.00338
21.33869,20.56889,20.1253,20.05327,20.07847,0.7698,0.44359,0.07203,-0.0252
21.89316,20.94995,20.54967,20.45125,20.38486,0.94321,0.40028,0.09842,0.06639
22.3295,21.15213,20.75592,20.66412,20.60385,1.17737,0.39621,0.0918,0.06027
22.24839,21.40585,21.05988,20.89556,20.75344,0.84254,0.34597,0.16432,0.14212
23.23008,21.76421,21.26007,21.19621,21.37478,1.46587,0.50414,0.06386,-0.17857
22.17786,21.86639,21.68412,22.11133,22.87494,0.31147,0.18227,-0.42721,-0.76361
24.42087,22.24641,21.59608,21.49874,21.3187,2.17446,0.65033,0.09734,0.18004
23.17257,22.01879,21.4957,21.36816,21.0041,1.15378,0.52309,0.12754,0.36406
23.59902,22.43939,21.8743,21.55253,20.99411,1.15963,0.56509,0.32177,0.55842
24.47637,22.60156,22.05202,21.90739,21.81307,1.87481,0.54954,0.14463,0.09432
24.23086,21.70753,21.32153,21.02059,20.70991,2.52333,0.386,0.30094,0.31068
24.90292,23.01057,22.35163,22.10597,21.63596,1.89235,0.65894,0.24566,0.47001
23.97542,22.94741,22.17763,22.18509,22.64457,1.02801,0.76978,-0.00746,-0.45948
25.47216,23.59072,22.45655,22.68021,22.14002,1.88144,1.13417,-0.22366,0.54019
24.13758,21.95965,20.37823,19.19237,18.47415,2.17793,1.58142,1.18586,0.71822
22.41574,21.07945,20.59749,20.50269,20.58331,1.33629,0.48196,0.0948,-0.08062
22.63658,21.30582,20.92248,20.72559,20.73092,1.33076,0.38334,0.19689,-0.00533
22.60314,22.17064,21.80482,21.62206,22.11494,0.4325,0.36582,0.18276,-0.49288
24.43168,24.13406,23.10073,22.43483,22.19993,0.29762,1.03333,0.6659,0.2349
22.38209,25.02758,24.44749,24.61308,22.95719,-2.64549,0.58009,-0.16559,1.65589
20.62641,19.52421,19.26172,19.20668,19.15376,1.1022,0.26249,0.05504,0.05292
24.96017,22.25451,20.74826,20.04744,19.69774,2.70566,1.50625,0.70082,0.3497
23.32047,20.01027,18.56945,17.86874,17.42688,3.3102,1.44082,0.70071,0.44186
21.00141,20.00663,19.73751,19.68666,19.64587,0.99478,0.26912,0.05085,0.04079
21.43873,20.4115,20.10417,20.0107,20.01739,1.02723,0.30733,0.09347,-0.00669
22.31017,21.46557,20.94784,20.85842,20.80969,0.8446,0.51773,0.08942,0.04873
23.115,21.90665,21.35758,21.15038,20.93378,1.20835,0.54907,0.2072,0.2166
23.08314,22.87124,22.21851,21.82893,22.21377,0.2119,0.65273,0.38958,-0.38484
24.04638,22.98762,22.32534,22.42615,21.78304,1.05876,0.66228,-0.10081,0.64311
24.03452,23.01854,22.87159,22.19514,22.64432,1.01598,0.14695,0.67645,-0.44918
25.11629,24.52944,23.7431,22.59524,22.34549,0.58685,0.78634,1.14786,0.24975
20.69453,19.76829,19.45778,19.4239,19.38071,0.92624,0.31051,0.03388,0.04319
24.09277,23.83825,23.51461,22.60082,22.77732,0.25452,0.32364,0.91379,-0.1765
20.67779,19.70232,19.44241,19.3832,19.40652,0.97547,0.25991,0.05921,-0.02332
25.41062,21.71928,20.21239,19.6587,19.12144,3.69134,1.50689,0.55369,0.53726
23.95512,22.70779,22.22174,21.85987,22.30487,1.24733,0.48605,0.36187,-0.445
24.06784,24.1269,22.96516,22.70101,22.53904,-0.05906,1.16174,0.26415,0.16197
23.84292,22.77951,21.87703,21.47074,23.5051,1.06341,0.90248,0.40629,-2.03436
22.21006,21.83065,21.4604,21.21671,20.92214,0.37941,0.37025,0.24369,0.29457
23.68295,23.04475,23.0213,22.31816,21.54267,0.6382,0.02345,0.70314,0.77549
22.88453,21.43158,21.06485,20.81477,20.8643,1.45295,0.36673,0.25008,-0.04953
23.74074,22.07463,21.63697,21.34891,21.55947,1.66611,0.43766,0.28806,-0.21056
24.3602,23.10951,22.37932,22.41018,22.30727,1.25069,0.73019,-0.03086,0.10291
23.66945,24.18676,22.55971,22.35281,21.98149,-0.51731,1.62705,0.2069,0.37132
25.7171,21.18852,20.25002,19.94238,19.68984,4.52858,0.9385,0.30764,0.25254
25.61027,23.448,22.35655,22.364,22.4441,2.16227,1.09145,-0.00745,-0.0801
24.30406,24.17023,22.82219,22.04654,21.55322,0.13383,1.34804,0.77565,0.49332
24.5517,23.4732,22.35882,21.76153,21.46015,1.0785,1.11438,0.59729,0.30138
24.88393,25.11095,22.89392,22.53625,23.44952,-0.22702,2.21703,0.35767,-0.91327
17.69171,16.21069,15.69679,15.51823,15.46934,1.48102,0.5139,0.17856,0.04889
19.21337,17.92026,17.38835,17.16699,17.06578,1.29311,0.53191,0.22136,0.10121
20.16427,19.20685,18.84109,18.70358,18.75079,0.95742,0.36576,0.13751,-0.04721
24.88681,22.79642,22.1832,21.89864,21.94639,2.09039,0.61322,0.28456,-0.04775
22.92534,22.71002,21.63781,21.03528,21.97001,0.21532,1.07221,0.60253,-0.93473
23.42731,24.10512,22.92084,22.53145,22.78294,-0.67781,1.18428,0.38939,-0.25149
20.32206,19.21026,18.91313,18.75234,18.64885,1.1118,0.29713,0.16079,0.10349
22.87832,22.86942,21.87197,20.01029,18.83994,0.0089,0.99745,1.86168,1.17035
23.53155,21.97879,20.38804,19.54799,19.09786,1.55276,1.59075,0.84005,0.45013
22.25167,20.76429,20.44455,20.30074,20.43033,1.48738,0.31974,0.14381,-0.12959
24.20428,24.39861,23.65363,22.90901,23.04073,-0.19433,0.74498,0.74462,-0.13172
21.91584,21.30098,20.74471,20.53251,20.4065,0.61486,0.55627,0.2122,0.12601
23.57459,23.73452,22.83468,22.35513,22.33121,-0.15993,0.89984,0.47955,0.02392
21.92813,19.78739,18.86251,18.49829,18.27089,2.14074,0.92488,0.36422,0.2274
20.61338,19.57347,19.27501,19.18568,19.13058,1.03991,0.29846,0.08933,0.0551
20.84205,19.8297,19.47527,19.42543,19.39832,1.01235,0.35443,0.04984,0.02711
22.89569,20.86086,19.68919,19.2593,18.90643,2.03483,1.17167,0.42989,0.35287
21.38353,20.51904,20.188,20.00558,20.12397,0.86449,0.33104,0.18242,-0.11839
23.79822,21.23595,20.85758,20.73529,20.65953,2.56227,0.37837,0.12229,0.07576
22.34684,21.51224,21.1177,20.8481,20.63173,0.8346,0.39454,0.2696,0.21637
23.47319,21.64982,21.28739,21.09111,21.17188,1.82337,0.36243,0.19628,-0.08077
23.44974,21.83811,21.24582,21.2133,21.87779,1.61163,0.59229,0.03252,-0.66449
23.61028,21.94704,21.2729,20.96585,20.91256,1.66324,0.67414,0.30705,0.05329
24.59388,22.08197,21.45963,21.21254,21.3932,2.51191,0.62234,0.24709,-0.18066
25.03806,22.16596,21.82572,21.44184,21.23644,2.8721,0.34024,0.38388,0.2054
23.89124,23.92843,22.50077,21.94977,21.33954,-0.03719,1.42766,0.551,0.61023
24.53461,23.811,22.36131,21.97632,22.29634,0.72361,1.44969,0.38499,-0.32002
23.61869,23.65241,22.59757,22.07724,22.6929,-0.03372,1.05484,0.52033,-0.61566
23.8028,23.81872,22.78872,22.20937,21.2012,-0.01592,1.03,0.57935,1.00817
24.46165,24.09711,22.74576,22.39661,22.07514,0.36454,1.35135,0.34915,0.32147
23.36335,23.68642,22.97136,22.27991,21.48225,-0.32307,0.71506,0.69145,0.79766
23.4326,24.21111,22.62368,22.40047,22.0871,-0.77851,1.58743,0.22321,0.31337
24.08104,24.45395,23.30431,23.53366,22.82547,-0.37291,1.14964,-0.22935,0.70819
23.30537,23.72954,22.84913,22.74855,22.46842,-0.42417,0.88041,0.10058,0.28013
21.73736,21.12916,20.70949,20.5018,20.61676,0.6082,0.41967,0.20769,-0.11496
19.57565,18.57953,18.27142,18.1548,18.15439,0.99612,0.30811,0.11662,0.00041
21.18683,19.47924,18.89275,18.66719,18.57294,1.70759,0.58649,0.22556,0.09425
20.73675,19.76745,19.49552,19.38222,19.33757,0.9693,0.27193,0.1133,0.04465
21.14085,20.40973,20.07415,19.92578,19.97695,0.73112,0.33558,0.14837,-0.05117
22.78843,21.79925,21.25069,21.15892,21.11275,0.98918,0.54856,0.09177,0.04617
24.41295,22.11177,21.54931,21.23783,21.19824,2.30118,0.56246,0.31148,0.03959
24.11947,24.94417,23.50855,21.66287,20.85664,-0.8247,1.43562,1.84568,0.80623
23.96666,23.18952,22.29546,22.04945,22.63291,0.77714,0.89406,0.24601,-0.58346
23.84018,22.92838,22.22154,21.94663,21.7888,0.9118,0.70684,0.27491,0.15783
25.13426,23.01246,22.38586,22.11084,21.81827,2.1218,0.6266,0.27502,0.29257
23.89448,24.10486,22.85034,23.80611,22.10053,-0.21038,1.25452,-0.95577,1.70558
24.73837,23.14466,22.30397,22.27403,21.31611,1.59371,0.84069,0.02994,0.95792
24.50381,23.40869,25.06538,23.11473,23.45008,1.09512,-1.65669,1.95065,-0.33535
24.2493,23.80132,23.18467,23.42839,21.76217,0.44798,0.61665,-0.24372,1.66622
23.1229,23.12438,22.53864,22.27484,22.94173,-0.00148,0.58574,0.2638,-0.66689
25.42455,24.42389,22.6228,21.96311,21.41707,1.00066,1.80109,0.65969,0.54604
22.91113,21.069,20.603,20.56074,20.36379,1.84213,0.466,0.04226,0.19695
23.07154,23.12288,21.99432,20.77412,20.90898,-0.05134,1.12856,1.2202,-0.13486
21.89677,20.93475,20.43096,20.33455,20.7442,0.96202,0.50379,0.09641,-0.40965
21.9754,22.19641,21.47987,24.36214,20.97838,-0.22101,0.71654,-2.88227,3.38376
24.63452,25.11411,23.3107,20.86327,22.82641,-0.47959,1.80341,2.44743,-1.96314
23.98438,20.82709,20.4526,19.84261,21.00027,3.15729,0.37449,0.60999,-1.15766
18.0456,17.75539,18.08751,18.38343,18.69941,0.29021,-0.33212,-0.29592,-0.31598
24.1247,24.40858,22.73359,22.80392,22.77842,-0.28388,1.67499,-0.07033,0.0255
21.97318,20.97651,20.65614,20.54521,20.74819,0.99667,0.32037,0.11093,-0.20298
22.35659,20.9607,20.60931,20.47359,20.53702,1.39589,0.35139,0.13572,-0.06343
20.34569,19.23966,18.8665,18.75392,18.73937,1.10603,0.37316,0.11258,0.01455
25.01039,24.49737,23.08558,22.30872,21.28742,0.51302,1.41179,0.77686,1.0213
25.27632,23.54322,22.37808,22.25603,21.50042,1.7331,1.16514,0.12205,0.75561
25.0029,22.29371,21.72548,21.37751,21.75822,2.70919,0.56823,0.34797,-0.38071
20.59992,19.64758,19.37606,19.27562,19.20115,0.95234,0.27152,0.10044,0.07447
20.3919,19.44674,19.21259,19.0857,18.96237,0.94516,0.23415,0.12689,0.12333
23.06407,23.80952,19.73746,20.46133,22.39708,-0.74545,4.07206,-0.72387,-1.93575
21.67978,20.57891,20.19623,20.07589,20.10247,1.10087,0.38268,0.12034,-0.02658
21.81272,20.48428,20.12962,20.11428,19.97196,1.32844,0.35466,0.01534,0.14232
22.27534,20.35411,20.09504,19.93672,20.27224,1.92123,0.25907,0.15832,-0.33552
22.11838,20.38755,22.10772,21.58172,20.27109,1.73083,-1.72017,0.526,1.31063
20.98212,19.94183,19.69019,19.60402,19.83935,1.04029,0.25164,0.08617,-0.23533
23.5745,19.71095,19.08425,18.66713,20.51516,3.86355,0.6267,0.41712,-1.84803
23.66187,21.21674,19.84477,18.94968,18.59895,2.44513,1.37197,0.89509,0.35073
20.60432,19.63033,19.32977,19.25708,19.37637,0.97399,0.30056,0.07269,-0.11929
20.64649,19.70821,19.43929,19.34383,19.25881,0.93828,0.26892,0.09546,0.08502
21.64433,19.71336,19.42259,19.39041,20.66343,1.93097,0.29077,0.03218,-1.27302
19.25076,19.21267,19.74103,20.3508,22.5463,0.03809,-0.52836,-0.60977,-2.1955
20.75468,20.10981,19.75488,19.5193,19.4551,0.64487,0.35493,0.23558,0.0642
22.83393,19.46158,19.30101,19.07217,20.68471,3.37235,0.16057,0.22884,-1.61254
22.44851,20.70824,19.32802,18.6264,18.13314,1.74027,1.38022,0.70162,0.49326
24.6343,19.56775,19.06729,18.89374,22.82691,5.06655,0.50046,0.17355,-3.93317
21.27556,19.41546,24.02802,25.51923,23.17657,1.8601,-4.61256,-1.49121,2.34266
20.41315,19.15168,18.78881,18.58977,18.47859,1.26147,0.36287,0.19904,0.11118
20.30394,19.11229,18.7391,18.56992,18.48777,1.19165,0.37319,0.16918,0.08215
23.48026,21.30436,19.77207,18.51916,17.75852,2.1759,1.53229,1.25291,0.76064
20.21626,19.15839,18.84633,18.71475,18.55468,1.05787,0.31206,0.13158,0.16007
20.13823,20.66809,20.70549,20.4142,18.58046,-0.52986,-0.0374,0.29129,1.83374
20.55652,19.27205,18.98389,18.9246,20.37364,1.28447,0.28816,0.05929,-1.44904
20.15728,19.26264,18.94814,18.85511,18.81466,0.89464,0.3145,0.09303,0.04045
19.97005,18.73105,18.68022,18.68294,21.13787,1.239,0.05083,-0.00272,-2.45493
20.06707,19.03878,18.61308,18.45924,18.35604,1.02829,0.4257,0.15384,0.1032
20.19048,18.95073,18.46635,18.29052,18.22802,1.23975,0.48438,0.17583,0.0625
19.88631,18.52736,18.03412,17.80745,17.8003,1.35895,0.49324,0.22667,0.00715
22.82065,18.71313,17.52872,17.06998,16.79386,4.10752,1.18441,0.45874,0.27612
18.8204,17.38932,16.85521,16.62296,16.5169,1.43108,0.53411,0.23225,0.10606
17.03791,15.54293,14.94061,14.6937,14.57447,1.49498,0.60232,0.24691,0.11923
22.18695,20.95136,20.69416,20.43227,20.31775,1.23559,0.2572,0.26189,0.11452
22.90926,21.99343,21.60406,21.06774,21.51728,0.91583,0.38937,0.53632,-0.44954
22.31536,20.90745,20.62596,20.39507,20.68797,1.40791,0.28149,0.23089,-0.2929
21.57189,20.78768,20.61178,20.38919,20.19452,0.78421,0.1759,0.22259,0.19467
18.6051,25.11439,24.80204,24.36181,17.67043,-6.50929,0.31235,0.44023,6.69138
17.78904,17.59577,24.80206,24.36183,22.82693,0.19327,-7.20629,0.44023,1.5349
17.52348,16.57129,16.96697,17.17492,17.42539,0.95219,-0.39568,-0.20795,-0.25047
19.53348,17.59809,16.63589,16.32637,16.19615,1.93539,0.9622,0.30952,0.13022
24.63467,17.60049,16.56675,16.17337,15.9391,7.03418,1.03374,0.39338,0.23427
17.3923,16.21681,16.48029,16.68552,16.91979,1.17549,-0.26348,-0.20523,-0.23427
17.49656,16.21209,16.40204,16.68455,16.67341,1.28447,-0.18995,-0.28251,0.01114
17.52615,16.23143,16.37157,16.5026,16.48363,1.29472,-0.14014,-0.13103,0.01897
18.34532,16.87518,16.17002,15.93285,15.75932,1.47014,0.70516,0.23717,0.17353
17.37813,16.14035,15.70194,15.50832,15.41789,1.23778,0.43841,0.19362,0.09043
17.61315,16.02216,15.28496,15.00616,14.8003,1.59099,0.7372,0.2788,0.20586
17.19598,15.30005,14.4605,14.1107,13.92155,1.89593,0.83955,0.3498,0.18915
17.19306,15.05346,14.1425,13.79085,13.56266,2.1396,0.91096,0.35165,0.22819
21.39471,20.35688,20.0969,19.97783,19.92164,1.03783,0.25998,0.11907,0.05619
21.66546,20.84568,20.52964,20.55836,20.72058,0.81978,0.31604,-0.02872,-0.16222
21.78163,21.06605,20.64752,20.53714,20.68377,0.71558,0.41853,0.11038,-0.14663
20.38536,19.46134,19.22622,19.14208,19.12493,0.92402,0.23512,0.08414,0.01715
21.00503,20.006,19.73978,19.66183,19.70168,0.99903,0.26622,0.07795,-0.03985
21.93167,21.17064,20.6583,20.46324,20.67642,0.76103,0.51234,0.19506,-0.21318
24.56932,21.79974,20.9648,20.5948,20.73834,2.76958,0.83494,0.37,-0.14354
