u,g,r,i,z,u-g,g-r,r-i,i-z,Class
20.99901,20.02004,19.65762,19.54098,19.51912,0.97897,0.36242,0.11664,0.02186,1
21.45164,20.21238,19.91498,19.67649,19.68793,1.23926,0.2974,0.23849,-0.01144,1
20.87554,20.01335,19.71,19.56225,19.53133,0.86219,0.30335,0.14775,0.03092,1
20.49101,19.92251,19.52089,19.17694,19.00777,0.5685,0.40162,0.34395,0.16917,1
21.17226,20.11168,19.78473,19.57496,19.56591,1.06058,0.32695,0.20977,0.00905,1
21.28631,20.21725,19.82997,19.65897,19.5835,1.06906,0.38728,0.171,0.07547,1
21.03789,20.08411,19.74231,19.56566,19.53439,0.95378,0.3418,0.17665,0.03127,1
21.02104,20.25054,19.7619,19.54531,19.51261,0.7705,0.48864,0.21659,0.0327,1
21.28497,20.36087,19.96976,19.81081,20.28063,0.9241,0.39111,0.15895,-0.46982,1
21.16715,20.14996,19.77032,19.66585,19.62626,1.01719,0.37964,0.10447,0.03959,1
21.26234,20.30939,19.91002,19.70159,19.64791,0.95295,0.39937,0.20843,0.05368,1
21.28339,20.35171,19.9629,19.80921,19.78569,0.93168,0.38881,0.15369,0.02352,1
21.04144,20.14695,19.78518,19.66468,19.65868,0.89449,0.36177,0.1205,0.006,1
21.38716,20.33368,19.98691,19.83251,19.85408,1.05348,0.34677,0.1544,-0.02157,1
21.3335,20.35754,19.91235,19.73567,19.57703,0.97596,0.44519,0.17668,0.15864,1
21.13223,20.27588,19.8682,19.68722,19.65448,0.85635,0.40768,0.18098,0.03274,1
21.52966,20.37326,19.92602,19.77373,19.74236,1.1564,0.44724,0.15229,0.03137,1
21.40158,20.3783,19.92089,19.71121,19.61588,1.02328,0.45741,0.20968,0.09533,1
21.20562,20.21406,19.90202,19.70177,19.65148,0.99156,0.31204,0.20025,0.05029,1
21.23739,20.35404,19.92486,19.81096,19.64183,0.88335,0.42918,0.1139,0.16913,1
21.19663,20.32674,19.99388,19.79009,19.75418,0.86989,0.33286,0.20379,0.03591,1
21.24067,20.16917,19.85969,19.70984,19.73845,1.0715,0.30948,0.14985,-0.02861,1
21.35158,20.30074,19.95042,19.82438,20.00074,1.05084,0.35032,0.12604,-0.17636,1
21.06214,20.08319,19.78348,19.6305,19.62601,0.97895,0.29971,0.15298,0.00449,1
21.14915,20.14488,19.80726,19.6561,19.62214,1.00427,0.33762,0.15116,0.03396,1
21.04851,20.09782,19.76954,19.62208,19.66701,0.95069,0.32828,0.14746,-0.04493,1
21.06173,19.9473,19.6131,19.42899,19.44322,1.11443,0.3342,0.18411,-0.01423,1
20.56166,19.72975,19.43662,19.27769,19.30277,0.83191,0.29313,0.15893,-0.02508,1
20.97077,19.7636,19.35166,23.77913,18.95302,1.20717,0.41194,-4.42747,4.82611,1
21.23175,20.35615,19.93051,19.71027,19.83124,0.8756,0.42564,0.22024,-0.12097,1
20.27182,19.38496,19.09621,18.97825,18.89835,0.88686,0.28875,0.11796,0.0799,1
20.35636,19.52473,19.18206,19.13196,19.10989,0.83163,0.34267,0.0501,0.02207,1
20.94665,19.98008,19.6579,19.43836,19.43262,0.96657,0.32218,0.21954,0.00574,1
20.56189,19.66371,19.36604,19.24641,19.2418,0.89818,0.29767,0.11963,0.00461,1
21.41821,20.28755,19.95778,19.79658,19.69095,1.13066,0.32977,0.1612,0.10563,1
20.4316,19.55355,19.21531,19.13611,19.08555,0.87805,0.33824,0.0792,0.05056,1
20.21526,19.2851,19.00472,18.84748,18.85885,0.93016,0.28038,0.15724,-0.01137,1
19.45617,18.57309,18.28755,18.13277,18.13289,0.88308,0.28554,0.15478,-1.20E-04,1
20.73496,19.84157,19.54318,19.3741,19.22061,0.89339,0.29839,0.16908,0.15349,1
19.66294,18.77071,18.50922,18.41481,18.39471,0.89223,0.26149,0.09441,0.0201,1
19.79005,18.92705,18.65468,18.57589,18.55155,0.863,0.27237,0.07879,0.02434,1
21.17699,20.23402,19.88815,19.72877,19.79319,0.94297,0.34587,0.15938,-0.06442,1
21.5309,20.38084,19.95362,19.81165,19.70239,1.15006,0.42722,0.14197,0.10926,1
20.47267,19.53318,19.24022,19.14273,19.08258,0.93949,0.29296,0.09749,0.06015,1
19.58485,18.65471,18.42525,18.30655,18.35356,0.93014,0.22946,0.1187,-0.04701,1
21.22223,20.15791,19.82588,19.65818,19.74741,1.06432,0.33203,0.1677,-0.08923,1
20.30407,19.37541,19.06546,18.94127,18.96243,0.92866,0.30995,0.12419,-0.02116,1
20.89266,19.86045,19.58258,19.42838,19.35647,1.03221,0.27787,0.1542,0.07191,1
20.25571,19.35538,19.07686,18.98706,18.97462,0.90033,0.27852,0.0898,0.01244,1
20.49473,19.66764,19.32483,19.20601,19.11585,0.82709,0.34281,0.11882,0.09016,1
21.00224,19.96802,19.6253,19.4686,19.43838,1.03422,0.34272,0.1567,0.03022,1
20.34428,19.42449,19.13543,19.05116,18.98291,0.91979,0.28906,0.08427,0.06825,1
19.70244,18.81336,18.56979,18.47219,18.47245,0.88908,0.24357,0.0976,-2.60E-04,1
20.34493,19.42136,19.18954,19.05565,19.00742,0.92357,0.23182,0.13389,0.04823,1
20.58263,19.62373,19.29692,19.21477,19.15609,0.9589,0.32681,0.08215,0.05868,1
20.82379,19.85934,19.49806,19.3445,19.31797,0.96445,0.36128,0.15356,0.02653,1
20.16364,19.2515,19.00105,18.88243,18.86649,0.91214,0.25045,0.11862,0.01594,1
19.95866,19.02617,18.79428,18.65835,18.63826,0.93249,0.23189,0.13593,0.02009,1
19.83892,18.8975,18.63258,18.52056,18.49314,0.94142,0.26492,0.11202,0.02742,1
19.70796,18.7631,18.42444,18.26793,18.25312,0.94486,0.33866,0.15651,0.01481,1
20.23748,19.33465,19.03956,18.93092,18.9515,0.90283,0.29509,0.10864,-0.02058,1
19.54414,18.62521,18.28838,18.14084,18.07854,0.91893,0.33683,0.14754,0.0623,1
19.40246,18.48071,18.16527,18.06205,17.99655,0.92175,0.31544,0.10322,0.0655,1
21.34138,20.15232,19.77143,19.65855,19.61391,1.18906,0.38089,0.11288,0.04464,1
20.74716,19.70746,19.29127,19.1223,19.13867,1.0397,0.41619,0.16897,-0.01637,1
20.11321,19.2625,19.05829,18.99205,18.94508,0.85071,0.20421,0.06624,0.04697,1
20.74085,19.81762,19.38464,19.193,19.09463,0.92323,0.43298,0.19164,0.09837,1
21.01639,20.07279,19.71318,19.5727,19.56079,0.9436,0.35961,0.14048,0.01191,1
21.25813,20.22836,19.86397,19.66101,19.53034,1.02977,0.36439,0.20296,0.13067,1
21.22613,20.08421,19.77551,19.65434,19.72636,1.14192,0.3087,0.12117,-0.07202,1
20.98903,20.083,19.70233,19.56467,19.54842,0.90603,0.38067,0.13766,0.01625,1
21.13835,20.23022,19.83705,19.70532,19.69843,0.90813,0.39317,0.13173,0.00689,1
21.07043,20.13725,19.7269,19.63728,19.47488,0.93318,0.41035,0.08962,0.1624,1
21.1664,20.21828,19.86863,19.63304,19.45234,0.94812,0.34965,0.23559,0.1807,1
20.75045,20.212,19.72795,19.50785,19.72368,0.53845,0.48405,0.2201,-0.21583,1
21.14244,20.13104,19.72915,19.58979,19.59287,1.0114,0.40189,0.13936,-0.00308,1
21.2817,20.27406,19.94122,19.78048,19.67669,1.00764,0.33284,0.16074,0.10379,1
21.3055,20.33515,19.93018,19.80326,19.65999,0.97035,0.40497,0.12692,0.14327,1
21.29503,20.28242,19.91449,19.73857,19.69868,1.01261,0.36793,0.17592,0.03989,1
21.30978,20.29995,19.9519,19.7891,19.88606,1.00983,0.34805,0.1628,-0.09696,1
21.17966,20.32739,19.96882,19.8089,19.76283,0.85227,0.35857,0.15992,0.04607,1
21.04296,20.19739,19.83349,19.63932,19.68263,0.84557,0.3639,0.19417,-0.04331,1
21.28733,20.20416,19.8283,19.69963,19.70275,1.08317,0.37586,0.12867,-0.00312,1
21.47969,20.4057,19.96834,19.76742,19.62739,1.07399,0.43736,0.20092,0.14003,1
21.55599,20.39265,19.99141,19.8063,19.94025,1.16334,0.40124,0.18511,-0.13395,1
21.1273,20.39775,19.87683,19.66909,19.76318,0.72955,0.52092,0.20774,-0.09409,1
21.23857,20.25476,19.92341,19.78509,20.09823,0.98381,0.33135,0.13832,-0.31314,1
20.72399,19.85485,19.44679,19.20115,19.03123,0.86914,0.40806,0.24564,0.16992,1
20.36202,19.29801,18.93263,18.85547,18.82629,1.06401,0.36538,0.07716,0.02918,1
21.04764,19.94644,19.60549,19.51965,19.44489,1.1012,0.34095,0.08584,0.07476,1
19.60738,18.65556,18.37643,18.29629,18.26343,0.95182,0.27913,0.08014,0.03286,1
19.50725,18.63007,18.37667,18.26934,18.26952,0.87718,0.2534,0.10733,-1.80E-04,1
20.74828,19.86646,19.49477,19.37475,19.39053,0.88182,0.37169,0.12002,-0.01578,1
19.71305,18.80851,18.56474,18.48427,18.45816,0.90454,0.24377,0.08047,0.02611,1
20.80543,19.85061,19.53656,19.43274,19.39346,0.95482,0.31405,0.10382,0.03928,1
19.50256,18.5706,18.30823,18.22084,18.19583,0.93196,0.26237,0.08739,0.02501,1
20.59153,19.56634,19.22637,19.08841,19.11507,1.02519,0.33997,0.13796,-0.02666,1
20.4042,19.40314,19.10033,18.97308,18.92204,1.00106,0.30281,0.12725,0.05104,1
21.02799,20.13974,19.83126,19.7906,19.62642,0.88825,0.30848,0.04066,0.16418,1
20.88012,19.86144,19.43641,19.28283,19.16464,1.01868,0.42503,0.15358,0.11819,1
20.29797,19.40517,19.16499,19.00789,19.07616,0.8928,0.24018,0.1571,-0.06827,1
20.27551,19.23872,18.89744,18.80784,18.79393,1.03679,0.34128,0.0896,0.01391,1
21.03165,20.13688,19.77425,19.6384,19.58483,0.89477,0.36263,0.13585,0.05357,1
21.2561,20.19232,19.81526,19.66217,19.76745,1.06378,0.37706,0.15309,-0.10528,1
21.09702,20.14268,19.78752,19.62849,19.56805,0.95434,0.35516,0.15903,0.06044,1
21.42918,20.25065,19.88808,19.7236,19.72938,1.17853,0.36257,0.16448,-0.00578,1
21.62668,20.44173,19.97826,19.78832,19.75316,1.18495,0.46347,0.18994,0.03516,1
20.85272,19.84547,19.5181,19.36928,19.31582,1.00725,0.32737,0.14882,0.05346,1
21.21942,20.27231,19.92028,19.73594,19.60308,0.94711,0.35203,0.18434,0.13286,1
21.08158,20.45851,19.92499,19.81491,19.68538,0.62307,0.53352,0.11008,0.12953,1
24.63438,20.32819,19.83024,19.50808,22.82684,4.30619,0.49795,0.32216,-3.31876,1
20.98852,20.09569,19.77086,19.63008,19.54612,0.89283,0.32483,0.14078,0.08396,1
19.86906,18.9765,18.72411,18.63233,18.61612,0.89256,0.25239,0.09178,0.01621,1
20.14112,19.26876,19.0049,18.88619,18.86892,0.87236,0.26386,0.11871,0.01727,1
20.97366,19.99265,19.55291,19.32178,19.28357,0.98101,0.43974,0.23113,0.03821,1
20.21404,19.35284,19.1074,19.00339,18.96476,0.8612,0.24544,0.10401,0.03863,1
19.46119,18.59056,18.29816,18.18524,18.12394,0.87063,0.2924,0.11292,0.0613,1
19.51885,18.53923,18.30411,18.22271,18.20982,0.97962,0.23512,0.0814,0.01289,1
19.76057,18.77728,18.50974,18.41065,18.3908,0.98329,0.26754,0.09909,0.01985,1
20.98278,19.99712,19.65176,19.60327,19.60803,0.98566,0.34536,0.04849,-0.00476,1
19.6241,18.57744,18.34442,18.30382,18.27473,1.04666,0.23302,0.0406,0.02909,1
19.81226,18.85925,18.60063,18.50552,18.61233,0.95301,0.25862,0.09511,-0.10681,1
20.43951,19.44055,19.1757,19.04105,19.08429,0.99896,0.26485,0.13465,-0.04324,1
20.45431,19.52597,19.16418,19.06279,19.0208,0.92834,0.36179,0.10139,0.04199,1
19.57216,18.62392,18.387,18.28727,18.23453,0.94824,0.23692,0.09973,0.05274,1
20.08433,19.1106,18.8149,18.72253,18.71829,0.97373,0.2957,0.09237,0.00424,1
19.79216,18.89921,18.63665,18.55596,18.56186,0.89295,0.26256,0.08069,-0.0059,1
19.4136,18.51932,18.29385,18.20342,18.15385,0.89428,0.22547,0.09043,0.04957,1
19.48348,18.59222,18.35846,18.26141,18.24548,0.89126,0.23376,0.09705,0.01593,1
19.57681,18.71973,18.47477,18.37704,18.3595,0.85708,0.24496,0.09773,0.01754,1
20.5643,19.47009,19.18842,19.12296,19.09126,1.09421,0.28167,0.06546,0.0317,1
20.27289,19.31171,19.01012,18.94616,18.99803,0.96118,0.30159,0.06396,-0.05187,1
21.15264,20.34966,19.94657,19.82864,19.71931,0.80298,0.40309,0.11793,0.10933,1
20.49066,19.57097,19.2597,19.17622,19.11421,0.91969,0.31127,0.08348,0.06201,1
20.73742,20.34724,19.85414,19.82211,19.70387,0.39018,0.4931,0.03203,0.11824,1
20.98031,20.09495,19.74517,19.59741,19.63266,0.88536,0.34978,0.14776,-0.03525,1
20.77898,20.04509,19.70555,19.56081,19.50703,0.73389,0.33954,0.14474,0.05378,1
21.17905,20.17936,19.85703,19.71426,19.52382,0.99969,0.32233,0.14277,0.19044,1
21.25823,20.35542,19.98584,19.79483,19.74819,0.90281,0.36958,0.19101,0.04664,1
21.06719,20.08988,19.84313,19.75982,19.80924,0.97731,0.24675,0.08331,-0.04942,1
21.163,20.04596,19.70842,19.57507,19.58191,1.11704,0.33754,0.13335,-0.00684,1
19.46645,19.04072,18.71526,18.44081,18.41204,0.42573,0.32546,0.27445,0.02877,1
22.23393,20.32704,19.98026,19.68087,19.25922,1.90689,0.34678,0.29939,0.42165,1
20.7499,20.15595,19.80367,19.70017,19.53384,0.59395,0.35228,0.1035,0.16633,1
20.59476,19.61153,19.27744,19.18973,19.08866,0.98323,0.33409,0.08771,0.10107,1
19.66985,18.88379,18.62035,18.51874,18.51672,0.78606,0.26344,0.10161,0.00202,1
20.68164,19.75348,19.45611,19.3204,19.31817,0.92816,0.29737,0.13571,0.00223,1
19.9314,19.00186,18.75785,18.63544,18.64768,0.92954,0.24401,0.12241,-0.01224,1
20.01456,19.04831,18.75996,18.66588,18.66684,0.96625,0.28835,0.09408,-9.60E-04,1
20.67661,19.81386,19.51075,19.32968,19.41862,0.86275,0.30311,0.18107,-0.08894,1
20.50524,19.66209,19.39166,19.2682,19.29031,0.84315,0.27043,0.12346,-0.02211,1
20.71613,19.9931,19.69691,19.55464,19.46799,0.72303,0.29619,0.14227,0.08665,1
21.00496,20.1613,19.732,19.62569,19.53199,0.84366,0.4293,0.10631,0.0937,1
20.42118,19.51995,19.20856,19.12134,19.2209,0.90123,0.31139,0.08722,-0.09956,1
20.58011,19.68132,19.31285,19.19832,19.06892,0.89879,0.36847,0.11453,0.1294,1
20.77447,19.99856,19.72778,19.56275,19.59336,0.77591,0.27078,0.16503,-0.03061,1
20.82586,20.32489,19.94959,19.90661,19.64308,0.50097,0.3753,0.04298,0.26353,1
21.72722,20.34804,19.91358,19.74024,19.74485,1.37918,0.43446,0.17334,-0.00461,1
21.00166,20.10758,19.68692,19.51207,19.3271,0.89408,0.42066,0.17485,0.18497,1
21.25751,20.15055,19.82664,19.76144,19.6683,1.10696,0.32391,0.0652,0.09314,1
20.38517,19.44249,19.11594,18.98685,18.96803,0.94268,0.32655,0.12909,0.01882,1
21.02911,20.11969,19.74595,19.59069,19.4604,0.90942,0.37374,0.15526,0.13029,1
20.03799,19.20793,18.94528,18.87154,18.83237,0.83006,0.26265,0.07374,0.03917,1
21.45433,20.29927,19.82727,19.69437,19.46063,1.15506,0.472,0.1329,0.23374,1
21.53801,20.3846,19.99339,19.88772,19.86406,1.15341,0.39121,0.10567,0.02366,1
21.2697,20.20721,19.91749,19.80257,19.75829,1.06249,0.28972,0.11492,0.04428,1
21.65312,20.34398,19.89487,19.75569,19.66221,1.30914,0.44911,0.13918,0.09348,1
19.59128,18.55847,18.22442,18.135,18.2037,1.03281,0.33405,0.08942,-0.0687,1
20.74173,19.88866,19.58893,19.43428,19.46509,0.85307,0.29973,0.15465,-0.03081,1
19.74562,18.8216,18.55914,18.4871,18.48523,0.92402,0.26246,0.07204,0.00187,1
20.80553,19.9491,19.66092,19.56742,19.50786,0.85643,0.28818,0.0935,0.05956,1
20.0732,19.09272,18.76911,18.66778,18.59472,0.98048,0.32361,0.10133,0.07306,1
20.27618,19.31344,18.98652,18.94921,18.98081,0.96274,0.32692,0.03731,-0.0316,1
21.24025,20.32475,19.98841,19.88766,19.72067,0.9155,0.33634,0.10075,0.16699,1
21.23034,19.98099,19.57886,19.44566,19.39725,1.24935,0.40213,0.1332,0.04841,1
20.53905,19.67199,19.36795,19.30353,19.21295,0.86706,0.30404,0.06442,0.09058,1
20.56381,19.46961,19.10621,18.98133,18.98498,1.0942,0.3634,0.12488,-0.00365,1
20.09623,19.2303,18.95144,18.85668,18.87243,0.86593,0.27886,0.09476,-0.01575,1
20.75678,19.78025,19.44468,19.31744,19.27904,0.97653,0.33557,0.12724,0.0384,1
21.2232,20.06073,19.62885,19.43094,19.68908,1.16247,0.43188,0.19791,-0.25814,1
20.78724,19.77145,19.38247,19.14308,19.21484,1.01579,0.38898,0.23939,-0.07176,1
20.53111,19.66879,19.40046,19.28025,19.3712,0.86232,0.26833,0.12021,-0.09095,1
20.87454,19.97548,19.61643,19.46719,19.33084,0.89906,0.35905,0.14924,0.13635,1
21.59512,20.3636,19.97357,19.84911,19.7385,1.23152,0.39003,0.12446,0.11061,1
20.38606,19.50656,19.2509,19.14702,19.15835,0.8795,0.25566,0.10388,-0.01133,1
20.8468,19.88862,19.60704,19.46971,19.38296,0.95818,0.28158,0.13733,0.08675,1
20.94384,19.92344,19.62647,19.50375,19.43211,1.0204,0.29697,0.12272,0.07164,1
20.30822,19.33389,19.06023,18.97305,18.85682,0.97433,0.27366,0.08718,0.11623,1
20.96932,19.92091,19.61306,19.47647,19.51588,1.04841,0.30785,0.13659,-0.03941,1
20.2189,19.27693,18.99196,18.92577,18.86934,0.94197,0.28497,0.06619,0.05643,1
20.70431,19.83951,19.51431,19.37669,19.2852,0.8648,0.3252,0.13762,0.09149,1
19.53108,18.5164,18.22083,18.15925,18.08128,1.01468,0.29557,0.06158,0.07797,1
20.72517,19.72436,19.41578,19.33178,19.10655,1.00081,0.30858,0.084,0.22523,1
21.22222,20.00277,19.58594,19.41092,19.2522,1.21945,0.41683,0.17502,0.15872,1
19.98275,18.92397,18.59809,18.47569,18.42863,1.05878,0.32588,0.1224,0.04706,1
20.19586,19.26489,19.00532,18.87359,19.06868,0.93097,0.25957,0.13173,-0.19509,1
20.77316,19.76803,19.33729,19.25376,19.09048,1.00513,0.43074,0.08353,0.16328,1
20.90237,19.97643,19.60543,19.48228,19.53125,0.92594,0.371,0.12315,-0.04897,1
21.27711,20.0176,19.70469,19.54376,19.40359,1.25951,0.31291,0.16093,0.14017,1
21.67942,20.15493,19.69354,19.49816,19.51417,1.52449,0.46139,0.19538,-0.01601,1
21.36059,20.29872,19.92122,19.75949,19.76126,1.06187,0.3775,0.16173,-0.00177,1
20.40035,19.42706,19.16276,19.03836,19.06589,0.97329,0.2643,0.1244,-0.02753,1
19.58899,18.65662,18.38904,18.28331,18.37435,0.93237,0.26758,0.10573,-0.09104,1
19.36944,18.44476,18.14765,18.03507,18.03898,0.92468,0.29711,0.11258,-0.00391,1
20.92048,19.94814,19.59212,19.48092,19.53963,0.97234,0.35602,0.1112,-0.05871,1
20.40395,19.40206,19.06395,18.97644,19.11868,1.00189,0.33811,0.08751,-0.14224,1
20.46056,19.49468,19.13833,19.02741,19.04646,0.96588,0.35635,0.11092,-0.01905,1
20.95643,20.06474,19.66298,19.55007,19.79381,0.89169,0.40176,0.11291,-0.24374,1
21.01175,19.95891,19.6434,19.55128,19.41722,1.05284,0.31551,0.09212,0.13406,1
19.69968,18.74585,18.49764,18.39947,18.34607,0.95383,0.24821,0.09817,0.0534,1
20.0844,19.08852,18.83296,18.75165,18.76545,0.99588,0.25556,0.08131,-0.0138,1
21.01288,20.02526,19.67191,19.55735,19.39644,0.98762,0.35335,0.11456,0.16091,1
20.34314,19.47568,19.16847,19.07817,19.00208,0.86746,0.30721,0.0903,0.07609,1
20.27223,19.39148,19.09975,18.9885,18.94273,0.88075,0.29173,0.11125,0.04577,1
21.29863,20.24628,19.80322,19.66669,19.66602,1.05235,0.44306,0.13653,6.70E-04,1
20.30944,19.43464,19.1579,19.08538,19.08226,0.8748,0.27674,0.07252,0.00312,1
20.96319,20.05708,19.73978,19.59345,19.59589,0.90611,0.3173,0.14633,-0.00244,1
20.7523,19.71364,19.39796,19.26337,19.22751,1.03866,0.31568,0.13459,0.03586,1
21.18638,20.07713,19.74894,19.5739,19.37699,1.10925,0.32819,0.17504,0.19691,1
19.44049,18.48871,18.24278,18.13157,18.10896,0.95178,0.24593,0.11121,0.02261,1
20.60336,19.74346,19.43118,19.30229,19.28614,0.8599,0.31228,0.12889,0.01615,1
19.93964,18.94813,18.68215,18.59421,18.6034,0.99151,0.26598,0.08794,-0.00919,1
21.16727,20.16212,19.7955,19.69231,19.83919,1.00515,0.36662,0.10319,-0.14688,1
20.81272,19.93362,19.62988,19.4632,19.45623,0.8791,0.30374,0.16668,0.00697,1
20.93243,19.87259,19.54955,19.4391,19.25605,1.05984,0.32304,0.11045,0.18305,1
19.43366,18.5153,18.26802,18.17331,18.19849,0.91836,0.24728,0.09471,-0.02518,1
21.11845,20.10483,19.70758,19.55438,19.53039,1.01362,0.39725,0.1532,0.02399,1
20.80077,19.94972,19.62727,19.45106,19.35785,0.85105,0.32245,0.17621,0.09321,1
20.84179,19.83837,19.50533,19.36833,19.31776,1.00342,0.33304,0.137,0.05057,1
20.11119,19.19035,18.91691,18.7895,18.83958,0.92084,0.27344,0.12741,-0.05008,1
21.17361,20.10233,19.75498,19.62376,19.6914,1.07128,0.34735,0.13122,-0.06764,1
19.50209,18.56689,18.31878,18.22017,18.2538,0.9352,0.24811,0.09861,-0.03363,1
20.99953,20.02496,19.67193,19.5349,19.55223,0.97457,0.35303,0.13703,-0.01733,1
20.84434,19.74545,19.41656,19.26829,19.14655,1.09889,0.32889,0.14827,0.12174,1
20.22434,19.26527,18.9814,18.86036,18.95294,0.95907,0.28387,0.12104,-0.09258,1
21.3532,20.1293,19.76984,19.65401,19.61639,1.2239,0.35946,0.11583,0.03762,1
20.45048,19.63068,19.34706,19.22818,19.22847,0.8198,0.28362,0.11888,-2.90E-04,1
20.77342,19.84125,19.50768,19.34679,19.35751,0.93217,0.33357,0.16089,-0.01072,1
20.67063,19.75771,19.44621,19.28625,19.4594,0.91292,0.3115,0.15996,-0.17315,1
20.38202,19.44599,19.18382,19.07006,19.04229,0.93603,0.26217,0.11376,0.02777,1
20.49298,19.61162,19.31529,19.18658,19.15379,0.88136,0.29633,0.12871,0.03279,1
21.24466,20.14327,19.78369,19.65827,19.49511,1.10139,0.35958,0.12542,0.16316,1
20.73602,19.84125,19.53018,19.39833,19.45885,0.89477,0.31107,0.13185,-0.06052,1
19.77335,18.77575,18.48486,18.39261,18.42209,0.9976,0.29089,0.09225,-0.02948,1
20.70993,19.81219,19.46864,19.29249,19.39951,0.89774,0.34355,0.17615,-0.10702,1
19.4484,18.49645,18.23031,18.12286,18.15616,0.95195,0.26614,0.10745,-0.0333,1
20.71442,19.72557,19.39332,19.25282,19.2403,0.98885,0.33225,0.1405,0.01252,1
20.7347,19.66174,19.34945,19.24806,19.41845,1.07296,0.31229,0.10139,-0.17039,1
21.3456,20.16293,19.83579,19.63683,19.76431,1.18267,0.32714,0.19896,-0.12748,1
19.52651,18.63677,18.37844,18.27663,18.28284,0.88974,0.25833,0.10181,-0.00621,1
20.09942,19.21355,18.92987,18.79898,18.87819,0.88587,0.28368,0.13089,-0.07921,1
20.925,19.93957,19.61828,19.46062,19.51727,0.98543,0.32129,0.15766,-0.05665,1
21.05238,20.20283,19.77931,19.64112,19.72243,0.84955,0.42352,0.13819,-0.08131,1
20.22746,19.26952,18.99802,18.87808,18.8465,0.95794,0.2715,0.11994,0.03158,1
20.7369,19.71772,19.39309,19.26079,19.41463,1.01918,0.32463,0.1323,-0.15384,1
19.40999,18.43085,18.16049,18.05542,18.06354,0.97914,0.27036,0.10507,-0.00812,1
20.079,19.15029,18.89956,18.75949,18.8203,0.92871,0.25073,0.14007,-0.06081,1
20.38124,19.52626,19.23591,19.08858,19.0546,0.85498,0.29035,0.14733,0.03398,1
20.69817,19.73798,19.43079,19.32664,19.47041,0.96019,0.30719,0.10415,-0.14377,1
20.22254,19.31826,19.02248,18.89743,18.94306,0.90428,0.29578,0.12505,-0.04563,1
21.45748,20.31852,19.95582,19.8014,19.82264,1.13896,0.3627,0.15442,-0.02124,1
20.98789,19.85477,19.5063,19.37963,19.3623,1.13312,0.34847,0.12667,0.01733,1
19.86211,18.88215,18.60715,18.5165,18.52709,0.97996,0.275,0.09065,-0.01059,1
20.56673,19.71376,19.41796,19.25112,19.26514,0.85297,0.2958,0.16684,-0.01402,1
19.85476,18.91553,18.67606,18.53624,18.5914,0.93923,0.23947,0.13982,-0.05516,1
20.20165,19.24849,19.007,18.98609,18.9622,0.95316,0.24149,0.02091,0.02389,1
19.45347,18.56228,18.29835,18.20533,18.22826,0.89119,0.26393,0.09302,-0.02293,1
20.48828,19.54599,19.18482,19.04202,19.08818,0.94229,0.36117,0.1428,-0.04616,1
20.53039,19.65436,19.2569,19.1287,19.25811,0.87603,0.39746,0.1282,-0.12941,1
20.39744,19.54532,19.27327,19.14318,19.13375,0.85212,0.27205,0.13009,0.00943,1
21.22832,20.30989,19.8722,19.71732,19.99441,0.91843,0.43769,0.15488,-0.27709,1
20.71747,19.86211,19.52621,19.42593,19.37318,0.85536,0.3359,0.10028,0.05275,1
20.25263,19.34118,19.00114,18.88417,18.8773,0.91145,0.34004,0.11697,0.00687,1
21.39774,20.295,19.87676,19.68211,19.76355,1.10274,0.41824,0.19465,-0.08144,1
20.31207,19.28913,18.98162,18.8857,18.87901,1.02294,0.30751,0.09592,0.00669,1
20.37458,19.39739,19.09743,19.00795,19.04552,0.97719,0.29996,0.08948,-0.03757,1
20.72109,19.77071,19.44822,19.33006,19.33216,0.95038,0.32249,0.11816,-0.0021,1
19.43663,18.51387,18.20845,18.13717,18.15831,0.92276,0.30542,0.07128,-0.02114,1
21.07297,20.18502,19.71325,19.63436,19.81077,0.88795,0.47177,0.07889,-0.17641,1
20.40367,19.49819,19.16088,19.04911,19.03516,0.90548,0.33731,0.11177,0.01395,1
19.79005,18.87637,18.58218,18.50007,18.57558,0.91368,0.29419,0.08211,-0.07551,1
20.47022,19.67955,19.32375,19.2286,19.12141,0.79067,0.3558,0.09515,0.10719,1
21.32936,20.30301,19.87533,19.75124,19.85409,1.02635,0.42768,0.12409,-0.10285,1
21.35497,20.28595,19.80428,19.65812,19.62107,1.06902,0.48167,0.14616,0.03705,1
20.9363,19.9739,19.62649,19.48199,19.45019,0.9624,0.34741,0.1445,0.0318,1
21.10559,20.15769,19.77506,19.59759,19.64243,0.9479,0.38263,0.17747,-0.04484,1
19.66546,18.71,18.46472,18.37264,18.33971,0.95546,0.24528,0.09208,0.03293,1
19.46399,18.45114,18.19023,18.08552,18.10577,1.01285,0.26091,0.10471,-0.02025,1
21.02714,20.14293,19.78234,19.65586,19.52618,0.88421,0.36059,0.12648,0.12968,1
20.05093,19.12745,18.83311,18.74148,18.7651,0.92348,0.29434,0.09163,-0.02362,1
20.27912,19.26529,19.00873,18.92453,18.95847,1.01383,0.25656,0.0842,-0.03394,1
20.48255,19.56141,19.25536,19.15923,19.15069,0.92114,0.30605,0.09613,0.00854,1
20.59069,19.57925,19.22993,19.1067,19.0788,1.01144,0.34932,0.12323,0.0279,1
20.93527,19.89776,19.50462,19.38825,19.47801,1.03751,0.39314,0.11637,-0.08976,1
