u,g,r,i,z,u-g,g-r,r-i,i-z
19.55235,18.50675,18.06283,17.85541,17.78188,1.0456,0.44392,0.20742,0.07353
20.96693,19.95397,19.65174,19.53692,19.64526,1.01296,0.30223,0.11482,-0.10834
20.46822,19.50995,19.20025,19.094,19.06969,0.95827,0.3097,0.10625,0.02431
20.0462,19.15163,18.84715,18.74106,18.8005,0.89457,0.30448,0.10609,-0.05944
21.14233,20.287,19.83936,19.66325,19.70709,0.85533,0.44764,0.17611,-0.04384
21.1991,20.36088,19.95084,19.75418,20.15416,0.83822,0.41004,0.19666,-0.39998
20.3015,19.35353,19.06961,18.95785,19.03969,0.94797,0.28392,0.11176,-0.08184
21.10823,20.1509,19.83922,19.68172,19.62907,0.95733,0.31168,0.1575,0.05265
20.60658,19.55657,19.3168,19.20909,19.2688,1.05001,0.23977,0.10771,-0.05971
21.21414,20.2416,19.91372,19.82928,19.81695,0.97254,0.32788,0.08444,0.01233
21.31134,20.2232,19.84299,19.75188,19.77996,1.08814,0.38021,0.09111,-0.02808
20.88454,19.78904,19.46565,19.38542,19.30641,1.0955,0.32339,0.08023,0.07901
20.41291,19.44227,19.08539,18.95389,18.91762,0.97064,0.35688,0.1315,0.03627
19.8328,18.90538,18.59604,18.49582,18.46597,0.92742,0.30934,0.10022,0.02985
19.70991,18.79016,18.4631,18.37371,18.33318,0.91975,0.32706,0.08939,0.04053
17.64248,16.23917,15.60762,15.34695,15.21653,1.40331,0.63155,0.26067,0.13042
21.72729,20.32057,19.89723,19.73349,19.76081,1.40672,0.42334,0.16374,-0.02732
20.93844,20.06958,19.75423,19.63116,19.58451,0.86886,0.31535,0.12307,0.04665
20.73351,19.81221,19.54539,19.40076,19.43787,0.9213,0.26682,0.14463,-0.03711
20.62879,19.76518,19.41926,19.23352,19.07232,0.86361,0.34592,0.18574,0.1612
19.94709,19.07665,18.80077,18.70244,18.65858,0.87044,0.27588,0.09833,0.04386
23.61594,20.30938,18.82581,17.47844,16.80302,3.30656,1.48357,1.34737,0.67542
16.70502,14.7724,14.0562,13.9109,13.42525,1.93262,0.7162,0.1453,0.48565
20.96895,20.0948,19.78984,19.63568,19.71011,0.87415,0.30496,0.15416,-0.07443
19.92783,18.91648,18.63684,18.54364,18.59427,1.01135,0.27964,0.0932,-0.05063
17.10678,15.933,15.70499,15.61894,15.61108,1.17378,0.22801,0.08605,0.00786
21.18987,20.2943,19.96757,19.78642,19.74466,0.89557,0.32673,0.18115,0.04176
21.74047,20.28723,19.81326,20.27025,20.07219,1.45324,0.47397,-0.45699,0.19806
21.2044,20.15871,19.84165,19.72267,19.77524,1.04569,0.31706,0.11898,-0.05257
22.30854,20.22499,19.18214,18.54049,18.20647,2.08355,1.04285,0.64165,0.33402
20.62143,19.63654,19.27358,19.16992,19.16667,0.98489,0.36296,0.10366,0.00325
20.25824,19.28072,19.0188,18.89435,18.96107,0.97752,0.26192,0.12445,-0.06672
19.67915,18.66133,18.23316,18.03666,18.02557,1.01782,0.42817,0.1965,0.01109
18.17513,17.0007,16.48573,16.25697,16.1692,1.17443,0.51497,0.22876,0.08777
17.09513,15.86738,15.36721,15.15889,15.07552,1.22775,0.50017,0.20832,0.08337
21.01552,20.03129,19.72455,19.59478,19.50978,0.98423,0.30674,0.12977,0.085
20.477,19.51855,19.21202,19.13644,19.27809,0.95845,0.30653,0.07558,-0.14165
18.62604,17.36788,16.83818,16.60626,16.51854,1.25816,0.5297,0.23192,0.08772
21.39685,20.06933,19.79259,19.65376,19.8419,1.32752,0.27674,0.13883,-0.18814
21.16416,20.0693,19.79331,19.69015,19.62938,1.09486,0.27599,0.10316,0.06077
20.77891,19.89881,19.59942,19.49342,19.50811,0.8801,0.29939,0.106,-0.01469
18.01448,16.70314,16.1232,15.8784,15.76462,1.31134,0.57994,0.2448,0.11378
21.12924,20.26011,19.92354,19.81337,19.79951,0.86913,0.33657,0.11017,0.01386
20.15123,19.19858,18.93835,18.84306,18.89039,0.95265,0.26023,0.09529,-0.04733
16.97013,15.80049,15.37786,15.20387,15.14353,1.16964,0.42263,0.17399,0.06034
21.32353,20.33432,19.98461,19.8039,20.05717,0.98921,0.34971,0.18071,-0.25327
20.66918,19.69994,19.4182,19.27152,19.25377,0.96924,0.28174,0.14668,0.01775
20.44941,19.36096,19.10012,18.97807,18.99354,1.08845,0.26084,0.12205,-0.01547
19.79143,18.80449,18.4549,18.32834,18.27517,0.98694,0.34959,0.12656,0.05317
20.4382,19.52024,19.23483,19.12091,19.22833,0.91796,0.28541,0.11392,-0.10742
20.41083,19.45592,19.1957,19.04975,19.08548,0.95491,0.26022,0.14595,-0.03573
20.35815,19.36672,19.08546,18.9824,19.04303,0.99143,0.28126,0.10306,-0.06063
20.412,19.41162,19.12729,18.96463,19.08371,1.00038,0.28433,0.16266,-0.11908
20.37012,19.41523,19.13393,18.97435,19.17173,0.95489,0.2813,0.15958,-0.19738
20.39742,19.41527,19.12924,19.01836,18.98501,0.98215,0.28603,0.11088,0.03335
20.60168,19.90058,19.60312,19.55424,19.67895,0.7011,0.29746,0.04888,-0.12471
20.89704,19.98266,19.73374,19.62481,19.59995,0.91438,0.24892,0.10893,0.02486
20.38025,19.41966,19.19244,19.09709,19.14564,0.96059,0.22722,0.09535,-0.04855
20.43457,19.44535,19.133,19.01917,19.07468,0.98922,0.31235,0.11383,-0.05551
20.3736,19.38717,19.10884,18.98463,18.98578,0.98643,0.27833,0.12421,-0.00115
20.35397,19.41872,19.12943,19.01121,18.96283,0.93525,0.28929,0.11822,0.04838
20.31826,19.3866,19.09152,18.91671,19.20896,0.93166,0.29508,0.17481,-0.29225
20.44711,19.40309,19.17735,19.04299,19.10752,1.04402,0.22574,0.13436,-0.06453
20.23334,19.28762,18.99892,18.86603,19.00303,0.94572,0.2887,0.13289,-0.137
20.26487,19.35259,19.07886,18.95815,19.00167,0.91228,0.27373,0.12071,-0.04352
20.34262,19.35927,19.06202,18.9747,18.94051,0.98335,0.29725,0.08732,0.03419
20.39491,19.37024,19.02892,18.86646,18.8846,1.02467,0.34132,0.16246,-0.01814
20.20415,19.25572,18.95244,18.80785,18.95827,0.94843,0.30328,0.14459,-0.15042
20.26128,19.27991,19.02105,18.86832,18.85464,0.98137,0.25886,0.15273,0.01368
20.11585,19.12693,18.85578,18.73081,18.75899,0.98892,0.27115,0.12497,-0.02818
20.2021,19.21678,18.99817,18.83755,18.85143,0.98532,0.21861,0.16062,-0.01388
20.25905,19.26186,18.94602,18.85787,18.94055,0.99719,0.31584,0.08815,-0.08268
20.03928,19.10884,18.83806,18.77454,18.81465,0.93044,0.27078,0.06352,-0.04011
20.07369,19.12441,18.83807,18.69572,18.8043,0.94928,0.28634,0.14235,-0.10858
19.94654,18.92253,18.70789,18.60709,18.59512,1.02401,0.21464,0.1008,0.01197
20.05033,19.10225,18.7839,18.69331,18.72614,0.94808,0.31835,0.09059,-0.03283
20.15087,19.13512,18.85395,18.71247,18.82155,1.01575,0.28117,0.14148,-0.10908
19.97061,19.01245,18.81186,18.6877,18.70585,0.95816,0.20059,0.12416,-0.01815
20.00689,19.00479,18.71068,18.59874,18.60402,1.0021,0.29411,0.11194,-0.00528
21.81908,20.16624,19.18758,18.35404,17.80338,1.65284,0.97866,0.83354,0.55066
19.94694,19.03495,18.72227,18.60409,18.66894,0.91199,0.31268,0.11818,-0.06485
19.65806,18.73689,18.46074,18.35097,18.4012,0.92117,0.27615,0.10977,-0.05023
20.08439,19.04964,18.771,18.64208,18.74376,1.03475,0.27864,0.12892,-0.10168
19.90305,18.93293,18.64792,18.55958,18.65375,0.97012,0.28501,0.08834,-0.09417
20.04654,19.02864,18.76425,18.63457,18.71249,1.0179,0.26439,0.12968,-0.07792
21.55491,19.92726,18.96622,18.4768,18.24057,1.62765,0.96104,0.48942,0.23623
19.85201,18.90676,18.60284,18.49369,18.51538,0.94525,0.30392,0.10915,-0.02169
19.89266,18.93433,18.68737,18.56691,18.61049,0.95833,0.24696,0.12046,-0.04358
19.93916,18.94689,18.72832,18.5827,18.57146,0.99227,0.21857,0.14562,0.01124
19.91954,18.98473,18.67101,18.56608,18.62419,0.93481,0.31372,0.10493,-0.05811
19.56813,18.54398,18.25488,18.16573,18.13585,1.02415,0.2891,0.08915,0.02988
22.00343,19.57814,18.56476,18.19941,17.99264,2.42529,1.01338,0.36535,0.20677
19.56416,18.58437,18.24607,18.13445,18.14808,0.97979,0.3383,0.11162,-0.01363
19.78328,18.72202,18.41846,18.27445,18.21862,1.06126,0.30356,0.14401,0.05583
19.7366,18.68044,18.31215,18.14441,18.17,1.05616,0.36829,0.16774,-0.02559
19.63248,18.60408,18.27876,18.18469,18.16851,1.0284,0.32532,0.09407,0.01618
19.73113,18.64285,18.20189,17.99766,17.98193,1.08828,0.44096,0.20423,0.01573
19.85655,18.65312,18.19025,18.0181,17.93972,1.20343,0.46287,0.17215,0.07838
19.61701,18.52261,18.03333,17.83979,17.79055,1.0944,0.48928,0.19354,0.04924
19.45592,18.25523,17.77398,17.55578,17.50268,1.20069,0.48125,0.2182,0.0531
19.2109,17.59212,16.983,16.79567,16.7133,1.61878,0.60912,0.18733,0.08237
18.48954,17.18964,16.63662,16.39748,16.28949,1.2999,0.55302,0.23914,0.10799
18.42802,17.1847,16.61364,16.38107,16.27547,1.24332,0.57106,0.23257,0.1056
18.11973,16.80058,16.20353,15.96438,15.84875,1.31915,0.59705,0.23915,0.11563
18.13533,16.79896,16.20083,15.95454,15.83331,1.33637,0.59813,0.24629,0.12123
18.19417,16.75556,16.1684,15.98567,15.91275,1.43861,0.58716,0.18273,0.07292
18.0617,16.69509,16.10824,15.86737,15.7416,1.36661,0.58685,0.24087,0.12577
18.00019,16.67158,16.06923,15.83158,15.70199,1.32861,0.60235,0.23765,0.12959
17.3359,16.20356,15.90979,15.79925,15.76278,1.13234,0.29377,0.11054,0.03647
18.37583,16.4747,15.51983,15.06186,14.78485,1.90113,0.95487,0.45797,0.27701
17.44408,15.90042,15.22147,14.9538,14.80188,1.54366,0.67895,0.26767,0.15192
17.05797,15.57645,14.87494,14.55321,14.45156,1.48152,0.70151,0.32173,0.10165
16.3015,15.09648,14.5458,14.37324,14.30641,1.20502,0.55068,0.17256,0.06683
16.62869,15.15034,14.44721,14.19258,14.05614,1.47835,0.70313,0.25463,0.13644
16.56172,14.51952,14.53432,15.84639,13.00293,2.0422,-0.0148,-1.31207,2.84346
16.91854,14.84421,14.83251,14.86252,13.29604,2.07433,0.0117,-0.03001,1.56648
16.88456,15.09111,14.2557,13.94111,13.76638,1.79345,0.83541,0.31459,0.17473
18.58164,17.34804,16.77756,16.55949,16.47366,1.2336,0.57048,0.21807,0.08583
16.91252,15.72551,15.81598,15.95725,16.02615,1.18701,-0.09047,-0.14127,-0.0689
19.78447,18.58903,18.14377,17.90889,17.87639,1.19544,0.44526,0.23488,0.0325
19.81357,18.75132,18.21166,17.97161,17.94891,1.06225,0.53966,0.24005,0.0227
22.17204,20.2043,18.95068,17.89839,17.32299,1.96774,1.25362,1.05229,0.5754
18.44322,17.2101,16.73231,16.50706,16.40928,1.23312,0.47779,0.22525,0.09778
16.56535,14.90833,14.4101,14.73428,12.41888,1.65702,0.49823,-0.32418,2.3154
14.79996,14.12715,13.22832,13.09385,9.35571,0.67281,0.89883,0.13447,3.73814
16.81736,14.93497,14.14307,16.27016,13.61955,1.88239,0.7919,-2.12709,2.65061
16.5263,14.74216,14.69039,14.61159,13.35309,1.78414,0.05177,0.0788,1.2585
17.18127,15.62196,14.9641,14.66404,14.52361,1.55931,0.65786,0.30006,0.14043
17.26828,15.65775,15.00151,14.70423,14.55372,1.61053,0.65624,0.29728,0.15051
16.28863,15.1038,15.23587,15.29486,15.348,1.18483,-0.13207,-0.05899,-0.05314
17.54185,16.01511,15.3787,15.08706,14.97186,1.52674,0.63641,0.29164,0.1152
15.57065,14.14666,13.43438,12.79572,13.90453,1.42399,0.71228,0.63866,-1.10881
16.71907,15.53236,15.54772,15.58813,15.64277,1.18671,-0.01536,-0.04041,-0.05464
16.78397,15.68001,15.57046,15.53596,15.51864,1.10396,0.10955,0.0345,0.01732
17.68587,16.23167,15.66533,15.39818,15.26873,1.4542,0.56634,0.26715,0.12945
17.01998,15.8455,15.61511,15.5083,15.47634,1.17448,0.23039,0.10681,0.03196
24.63386,14.07848,13.48318,12.59488,30.89224,10.55538,0.5953,0.8883,-18.29736
16.89726,15.66116,15.7639,15.8479,15.91435,1.2361,-0.10274,-0.084,-0.06645
16.92658,15.70339,15.85442,15.96721,16.04165,1.22319,-0.15103,-0.11279,-0.07444
16.89691,15.67574,15.74923,15.81027,15.88999,1.22117,-0.07349,-0.06104,-0.07972
24.63466,15.744,15.83671,15.84747,22.82689,8.89066,-0.09271,-0.01076,-6.97942
17.35387,16.17137,15.89476,15.76323,15.75635,1.1825,0.27661,0.13153,0.00688
18.11918,16.74029,16.16408,15.90994,15.79148,1.37889,0.57621,0.25414,0.11846
17.39541,16.23186,16.02649,15.93158,15.93256,1.16355,0.20537,0.09491,-0.00098
18.06409,16.65305,16.14659,15.88972,15.779,1.41104,0.50646,0.25687,0.11072
18.25889,16.91359,16.3075,16.0505,15.92333,1.3453,0.60609,0.257,0.12717
18.34222,16.99555,16.40706,16.10119,16.0378,1.34667,0.58849,0.30587,0.06339
18.35062,17.69657,18.67074,16.39085,16.52154,0.65405,-0.97417,2.27989,-0.13069
18.6181,17.3393,16.7998,16.55427,16.46006,1.2788,0.5395,0.24553,0.09421
18.90597,17.59316,17.08598,16.83959,16.7639,1.31281,0.50718,0.24639,0.07569
18.89384,17.61425,17.12678,16.87215,16.78402,1.27959,0.48747,0.25463,0.08813
19.14223,17.92363,17.34792,17.06988,17.0061,1.2186,0.57571,0.27804,0.06378
19.11343,17.8168,17.33733,17.11021,16.99249,1.29663,0.47947,0.22712,0.11772
19.26003,18.0194,17.47332,17.22325,17.145,1.24063,0.54608,0.25007,0.07825
19.22517,18.00825,17.5598,17.33185,17.26472,1.21692,0.44845,0.22795,0.06713
19.26368,18.07103,17.57912,17.35769,17.26501,1.19265,0.49191,0.22143,0.09268
19.26783,18.05466,17.61128,17.39649,17.30399,1.21317,0.44338,0.21479,0.0925
19.2889,18.01856,17.53987,17.37474,17.24963,1.27034,0.47869,0.16513,0.12511
19.33022,18.09248,17.59097,17.34815,17.29131,1.23774,0.50151,0.24282,0.05684
19.38083,18.12623,17.63845,17.45744,17.34468,1.2546,0.48778,0.18101,0.11276
19.44905,18.24077,17.71778,17.42846,17.35508,1.20828,0.52299,0.28932,0.07338
19.54495,18.2217,17.74169,17.49518,17.43225,1.32325,0.48001,0.24651,0.06293
19.44865,18.12875,17.68427,17.47063,17.39176,1.3199,0.44448,0.21364,0.07887
19.17176,18.04122,17.64291,17.45856,17.3991,1.13054,0.39831,0.18435,0.05946
19.53282,18.24141,17.75657,17.53108,17.46475,1.29141,0.48484,0.22549,0.06633
19.50741,18.32938,17.81412,17.55616,17.50421,1.17803,0.51526,0.25796,0.05195
19.5219,18.28057,17.75239,17.54156,17.48647,1.24133,0.52818,0.21083,0.05509
23.8684,20.96554,19.09014,17.58545,16.8068,2.90286,1.8754,1.50469,0.77865
21.6219,17.50835,16.42231,15.89933,15.52295,4.11355,1.08604,0.52298,0.37638
19.50232,18.28538,17.8672,17.64509,17.58787,1.21694,0.41818,0.22211,0.05722
19.64378,18.41869,17.99615,17.80362,17.72234,1.22509,0.42254,0.19253,0.08128
19.7368,18.509,18.02937,17.82262,17.79894,1.2278,0.47963,0.20675,0.02368
19.68595,18.53789,18.09572,17.83506,17.86201,1.14806,0.44217,0.26066,-0.02695
19.86835,18.64564,18.22729,18.04449,17.97449,1.22271,0.41835,0.1828,0.07
19.65717,18.65311,18.16496,17.91693,17.8731,1.00406,0.48815,0.24803,0.04383
24.62574,21.08142,19.52687,18.01952,17.19654,3.54432,1.55455,1.50735,0.82298
19.81074,18.65099,18.24246,18.01676,17.99858,1.15975,0.40853,0.2257,0.01818
19.55922,18.67547,18.26658,18.06523,18.10082,0.88375,0.40889,0.20135,-0.03559
19.66511,18.54032,18.15926,17.97962,17.92068,1.12479,0.38106,0.17964,0.05894
19.98247,25.11438,18.85403,17.8762,22.82689,-5.13191,6.26035,0.97783,-4.95069
19.71804,18.6554,18.28824,18.10758,18.06675,1.06264,0.36716,0.18066,0.04083
19.75852,18.61897,18.29097,18.13651,18.10648,1.13955,0.328,0.15446,0.03003
16.84763,15.21942,14.52472,14.56773,14.05536,1.62821,0.6947,-0.04301,0.51237
24.58654,19.83037,18.42322,17.534,17.08874,4.75617,1.40715,0.88922,0.44526
19.71076,18.60212,18.24208,18.06735,18.10679,1.10864,0.36004,0.17473,-0.03944
20.14454,19.21066,18.98272,18.92872,18.87424,0.93388,0.22794,0.054,0.05448
20.23026,19.3706,19.16823,19.04123,19.22966,0.85966,0.20237,0.127,-0.18843
18.14354,16.74098,16.20716,15.95819,15.83516,1.40256,0.53382,0.24897,0.12303
18.61231,17.34696,16.8502,16.62602,16.54406,1.26535,0.49676,0.22418,0.08196
16.52185,14.59051,13.96287,13.69634,13.31319,1.93134,0.62764,0.26653,0.38315
20.60222,19.70743,19.46803,19.3546,19.35446,0.89479,0.2394,0.11343,0.00014
17.72345,16.34351,15.79266,15.54009,15.4365,1.37994,0.55085,0.25257,0.10359
16.96335,15.80265,15.51144,15.3746,15.33889,1.1607,0.29121,0.13684,0.03571
18.93185,17.61524,17.08191,16.84947,16.76163,1.31661,0.53333,0.23244,0.08784
19.55279,18.3716,17.96497,17.77585,17.74815,1.18119,0.40663,0.18912,0.0277
19.77864,18.6643,18.30012,18.13072,18.11034,1.11434,0.36418,0.1694,0.02038
19.93592,18.78848,18.46993,18.35321,18.36629,1.14744,0.31855,0.11672,-0.01308
19.99905,19.08254,18.87027,18.78374,18.8522,0.91651,0.21227,0.08653,-0.06846
20.18207,19.15412,18.92154,18.8226,18.91372,1.02795,0.23258,0.09894,-0.09112
20.20408,19.28954,19.09096,19.02708,19.06001,0.91454,0.19858,0.06388,-0.03293
20.33723,19.37377,19.18648,19.07315,19.1706,0.96346,0.18729,0.11333,-0.09745
20.56584,19.55273,19.30124,19.22132,19.28959,1.01311,0.25149,0.07992,-0.06827
20.65674,19.67682,19.47341,19.36698,19.41266,0.97992,0.20341,0.10643,-0.04568
20.64603,19.62342,19.37678,19.29271,19.35146,1.02261,0.24664,0.08407,-0.05875
20.67628,19.69841,19.55774,19.47261,19.5109,0.97787,0.14067,0.08513,-0.03829
20.95535,19.98658,19.77921,19.66429,19.63689,0.96877,0.20737,0.11492,0.0274
21.06064,19.9596,19.72828,19.65387,19.83642,1.10104,0.23132,0.07441,-0.18255
21.10531,20.14959,19.8768,19.82862,19.87915,0.95572,0.27279,0.04818,-0.05053
17.39475,15.82662,15.20333,14.91203,14.78141,1.56813,0.62329,0.2913,0.13062
19.08002,17.81212,17.35315,17.153,17.03199,1.2679,0.45897,0.20015,0.12101
19.86034,18.96114,18.76573,18.64196,18.71075,0.8992,0.19541,0.12377,-0.06879
19.49586,18.55356,18.32623,18.2358,18.23441,0.9423,0.22733,0.09043,0.00139
21.06446,20.02521,19.76235,19.65241,19.89466,1.03925,0.26286,0.10994,-0.24225
21.00701,20.08741,19.78661,19.72202,19.81032,0.9196,0.3008,0.06459,-0.0883
18.36476,15.82707,14.70377,14.26919,14.04074,2.53769,1.1233,0.43458,0.22845
20.8931,19.79051,19.53213,19.36647,19.27161,1.10259,0.25838,0.16566,0.09486
20.39893,19.55808,19.11165,19.03429,18.91698,0.84085,0.44643,0.07736,0.11731
20.27282,19.27993,19.07059,18.97778,19.02641,0.99289,0.20934,0.09281,-0.04863
19.76328,18.77446,18.56737,18.46556,18.52606,0.98882,0.20709,0.10181,-0.0605
21.03257,19.86195,19.64333,19.5458,19.39759,1.17062,0.21862,0.09753,0.14821
20.15509,19.23676,18.99391,18.8597,18.81115,0.91833,0.24285,0.13421,0.04855
20.79008,19.62283,19.40868,19.24531,19.37691,1.16725,0.21415,0.16337,-0.1316
20.45571,19.56601,19.31215,19.22364,19.27528,0.8897,0.25386,0.08851,-0.05164
20.53815,19.69175,19.4758,19.36013,19.4598,0.8464,0.21595,0.11567,-0.09967
20.83631,19.81705,19.58097,19.49981,19.53888,1.01926,0.23608,0.08116,-0.03907
21.05027,20.16554,19.94237,19.81911,19.90551,0.88473,0.22317,0.12326,-0.0864
20.10431,19.02163,18.80027,18.69573,18.77676,1.08268,0.22136,0.10454,-0.08103
19.96656,18.85691,18.5946,18.50391,18.52554,1.10965,0.26231,0.09069,-0.02163
21.10839,20.04285,19.77862,19.66003,19.66508,1.06554,0.26423,0.11859,-0.00505
19.58414,18.54688,18.16453,18.02409,18.0197,1.03726,0.38235,0.14044,0.00439
20.50291,19.58139,19.39037,19.27673,19.18626,0.92152,0.19102,0.11364,0.09047
19.72,18.56843,18.16224,17.99514,17.93783,1.15157,0.40619,0.1671,0.05731
19.70316,18.71003,18.35714,18.20847,18.12331,0.99313,0.35289,0.14867,0.08516
20.88909,20.04349,19.74239,19.6436,19.68398,0.8456,0.3011,0.09879,-0.04038
19.62942,17.5385,16.624,16.11135,15.73022,2.09092,0.9145,0.51265,0.38113
20.04815,19.16264,18.91287,18.80466,18.86417,0.88551,0.24977,0.10821,-0.05951
20.00642,19.08915,18.88451,18.7582,18.72785,0.91727,0.20464,0.12631,0.03035
23.79566,20.84942,19.7282,18.68396,18.16667,2.94624,1.12122,1.04424,0.51729
20.17469,19.36098,19.11593,19.029,18.97881,0.81371,0.24505,0.08693,0.05019
20.55058,19.80217,19.5014,19.43437,19.50548,0.74841,0.30077,0.06703,-0.07111
20.78034,19.80283,19.55283,19.45085,19.49711,0.97751,0.25,0.10198,-0.04626
20.71994,19.82196,19.52404,19.41714,19.28662,0.89798,0.29792,0.1069,0.13052
20.89428,20.06098,19.76207,19.65416,19.7073,0.8333,0.29891,0.10791,-0.05314
21.39447,20.25058,19.98408,19.90656,19.91002,1.14389,0.2665,0.07752,-0.00346
21.40216,20.35178,19.95657,19.83831,19.81726,1.05038,0.39521,0.11826,0.02105
21.08134,20.16084,19.84447,19.74329,19.80426,0.9205,0.31637,0.10118,-0.06097
19.78685,18.9341,18.80179,18.80369,18.86395,0.85275,0.13231,-0.0019,-0.06026
20.14458,19.11776,18.86841,18.77208,18.85216,1.02682,0.24935,0.09633,-0.08008
20.0747,19.01271,18.75609,18.67985,18.6179,1.06199,0.25662,0.07624,0.06195
20.33971,19.33778,19.08304,18.98079,19.02378,1.00193,0.25474,0.10225,-0.04299
19.66151,18.51784,18.09112,17.9089,17.84304,1.14367,0.42672,0.18222,0.06586
20.64217,19.71345,19.44508,19.3568,19.21257,0.92872,0.26837,0.08828,0.14423
20.85983,19.87395,19.66334,19.46938,19.41431,0.98588,0.21061,0.19396,0.05507
20.36405,19.37705,19.16263,19.08241,19.04119,0.987,0.21442,0.08022,0.04122
19.46756,18.38634,17.97848,17.78493,17.70446,1.08122,0.40786,0.19355,0.08047
19.97813,18.97533,18.76566,18.67275,18.68894,1.0028,0.20967,0.09291,-0.01619
21.28063,20.22665,19.9974,19.83958,19.97952,1.05398,0.22925,0.15782,-0.13994
20.67666,19.80711,19.54474,19.45329,19.44868,0.86955,0.26237,0.09145,0.00461
20.62332,19.61223,19.38399,19.30937,19.37011,1.01109,0.22824,0.07462,-0.06074
20.3979,19.40152,19.17739,19.10073,19.03048,0.99638,0.22413,0.07666,0.07025
19.65501,18.43582,18.01409,17.81668,17.69633,1.21919,0.42173,0.19741,0.12035
20.90606,20.00271,19.76328,19.63734,19.68205,0.90335,0.23943,0.12594,-0.04471
20.15724,19.19504,18.9519,18.89305,18.88483,0.9622,0.24314,0.05885,0.00822
20.35336,19.45518,19.20013,19.12645,19.11733,0.89818,0.25505,0.07368,0.00912
19.96017,19.06646,18.86575,18.77109,18.64507,0.89371,0.20071,0.09466,0.12602
20.6676,19.90589,19.6626,19.54223,19.58359,0.76171,0.24329,0.12037,-0.04136
19.83721,18.94055,18.7063,18.57905,18.64395,0.89666,0.23425,0.12725,-0.0649
20.03403,19.0365,18.80616,18.6992,18.79471,0.99753,0.23034,0.10696,-0.09551
19.90071,19.04314,18.78193,18.70452,18.69268,0.85757,0.26121,0.07741,0.01184
20.90975,19.86744,19.6359,19.52279,19.62509,1.04231,0.23154,0.11311,-0.1023
21.13191,20.20366,19.9539,19.84552,19.76334,0.92825,0.24976,0.10838,0.08218
21.04589,20.13317,19.89582,19.78353,19.66111,0.91272,0.23735,0.11229,0.12242
21.1398,20.16905,19.95063,19.82861,19.831,0.97075,0.21842,0.12202,-0.00239
24.07006,20.94607,19.92583,19.26743,19.06694,3.12399,1.02024,0.6584,0.20049
21.24926,20.2654,19.98186,19.88643,19.78741,0.98386,0.28354,0.09543,0.09902
