kepid,kepler_name,koi_period,koi_time0bk,koi_duration
KIC 6382217,Kepler-353 c,8.41100305,133.79856,2.4553
KIC 6383785,Kepler-501 b,5.640676975,138.556259,2.8354
KIC 6387542,Kepler-912 b,2.53475568,132.68024,4.5716
KIC 6392727,Kepler-703 b,4.583520948,169.973972,2.7055
KIC 6422070,Kepler-704 b,3.76181843,171.90364,3.5176
KIC 6422155,Kepler-172 b,2.940304817,169.90496,2.7226
KIC 6422155,Kepler-172 c,6.38899658,175.4761,3.5032
KIC 6422155,Kepler-172 d,14.62709685,136.23467,4.097
KIC 6425957,Kepler-205 b,2.755637216,170.845854,1.8559
KIC 6428700,Kepler-242 b,8.20396958,169.69138,2.9667
KIC 6428700,Kepler-242 c,14.49645186,143.41659,4.016
KIC 6442340,Kepler-206 b,7.78199862,133.58871,3.947
KIC 6442340,Kepler-206 c,13.13747785,170.22786,4.8655
KIC 6444896,Kepler-1649 b,8.68910764,133.23559,1.1627
KIC 6448890,Kepler-56 b,10.5007712,135.6479,14.522
KIC 6451936,Kepler-173 b,4.26374378,133.72073,2.2725
KIC 6451936,Kepler-173 c,8.00579096,170.50325,3.0549
KIC 6462863,Kepler-89 b,3.743166733,131.61967,3.6888
KIC 6462863,Kepler-89 c,10.423677439,138.009041,5.2257
KIC 6508221,Kepler-152 b,18.20795835,185.84306,3.7965
KIC 6521045,Kepler-100 b,6.88707073,133.17797,4.4679
KIC 6521045,Kepler-100 c,12.81590421,122.94682,6.3856
KIC 6528464,Kepler-449 b,12.58229808,175.02129,6.375
KIC 6541920,Kepler-11 b,10.30401132,138.50377,4.2246
KIC 6541920,Kepler-11 c,13.02493307,138.176157,4.5706
KIC 6543893,Kepler-913 b,10.29674097,132.19453,2.7292
KIC 6586746,Kepler-1335 b,6.26404774,132.82928,2.39
KIC 6587280,Kepler-243 b,5.715425977,174.87931,2.5242
KIC 6599975,Kepler-1501 b,14.5565618,141.03671,4.554
KIC 6607357,Kepler-1365 b,7.69994466,134.39282,4.432
KIC 6607357,Kepler-1365 c,4.77466043,135.16338,3.804
KIC 6607644,Kepler-1559 b,0.971915957,132.16504,1.6023
KIC 6616218,Kepler-314 b,2.46106962,133.32138,2.184
KIC 6616218,Kepler-314 c,5.960400011,137.265171,2.8617
KIC 6665512,Kepler-1048 b,6.92101452,135.64343,4.3591
KIC 6665695,Kepler-601 b,5.378868001,169.61512,2.7222
KIC 6677841,Kepler-279 b,12.30971679,137.68401,6.74
KIC 6678383,Kepler-104 b,11.427550984,137.613711,4.6074
KIC 6685526,Kepler-707 b,2.237489571,170.81914,1.8119
KIC 6685609,Kepler-207 b,1.61189046,133.5704,3.0792
KIC 6685609,Kepler-207 c,3.07155284,133.30255,4.0935
KIC 6685609,Kepler-207 d,5.868066282,170.324046,4.1246
KIC 6690082,Kepler-280 b,2.1395563,133.65392,2.0678
KIC 6690082,Kepler-280 c,4.807103254,134.640371,0.9393
KIC 6690836,Kepler-1317 b,0.568874717,132.048771,1.2177
KIC 6693640,Kepler-798 b,13.71938426,140.74483,5.5677
KIC 6697756,Kepler-1351 b,0.916142298,132.02221,1.1555
KIC 6705026,Kepler-1483 b,9.5084871,140.5602,4.372
KIC 6707833,Kepler-602 b,15.28467725,175.62345,6.0768
KIC 6716545,Kepler-1383 b,13.9093544,142.8769,6.765
KIC 6751874,Kepler-1174 b,6.89226333,132.4644,2.4921
KIC 6755944,Kepler-1547 b,0.692978457,131.80142,1.1366
KIC 6767840,Kepler-1262 b,8.679037,140.90423,2.864
KIC 6768394,Kepler-60 b,7.1329472,135.99259,4.368
KIC 6768394,Kepler-60 c,8.91901228,140.0777,4.141
KIC 6768394,Kepler-60 d,11.8984948,133.34685,3.015
KIC 6773862,Kepler-988 b,17.76076524,137.50778,1.6679
KIC 6774537,Kepler-1120 b,2.949029106,133.13832,2.0311
KIC 6779260,Kepler-1313 b,3.833087643,131.63482,1.51
KIC 6784235,Kepler-708 b,3.167893418,172.147959,2.1814
KIC 6786037,Kepler-603 d,6.21716039,131.71857,4.4289
KIC 6838050,Kepler-583 b,6.51003001,172.91588,3.3095
KIC 6842682,Kepler-1303 b,7.56126152,135.6368,2.851
KIC 6849046,Kepler-491 b,4.225384543,137.5606891,2.82038
KIC 6849310,Kepler-244 b,4.311780262,173.576483,2.7251
KIC 6849310,Kepler-244 c,9.76734503,186.57718,1.6585
KIC 6850504,Kepler-20 b,3.696121272,134.5014,2.463
KIC 6850504,Kepler-20 c,10.854095934,138.608031,3.7768
KIC 6850504,Kepler-20 e,6.09855603,135.92906,2.9815
KIC 6851425,Kepler-477 b,11.1199028,139.753524,3.3759
KIC 6863998,Kepler-709 b,16.08518937,180.28319,3.984
KIC 6867555,Kepler-1239 b,5.19103699,135.21628,4.222
KIC 6871071,Kepler-374 b,1.897828815,132.6785,2.7114
KIC 6871071,Kepler-374 c,3.2828024,131.89965,3.2532
KIC 6871071,Kepler-374 d,5.02818253,134.10891,3.526
KIC 6921944,Kepler-1105 b,4.421566535,132.18465,2.1229
KIC 6922244,Kepler-8 b,3.522498429,121.1194228,3.19843
KIC 6924203,Kepler-829 b,6.8833761,135.26522,2.2702
KIC 6929841,Kepler-1414 b,3.51575492,134.29974,1.381
KIC 6933567,Kepler-1301 b,9.08233411,139.65489,2.008
KIC 6934291,Kepler-828 b,0.567856484,134.063088,1.0258
KIC 6936909,Kepler-291 b,3.546531809,134.90127,2.2746
KIC 6936909,Kepler-291 c,5.70070626,132.69229,1.6408
KIC 6937402,Kepler-1380 b,10.3108232,141.5114,5.617
KIC 6937529,Kepler-1597 b,2.94648935,132.42208,3.155
KIC 6948054,Kepler-245 b,7.49018305,174.95037,2.7297
KIC 6948054,Kepler-245 c,17.46087931,137.26594,2.2641
KIC 6948054,Kepler-245 e,3.219814777,133.00406,2.0642
KIC 6949061,Kepler-343 b,8.96847034,139.39473,4.4073
KIC 6949607,Kepler-28 b,5.912273234,172.184012,2.3254
KIC 6949607,Kepler-28 c,8.98581901,175.68418,2.8606
KIC 6962109,Kepler-1134 b,17.13263125,147.1546,3.0555
KIC 6962977,Kepler-292 b,2.58083264,171.56048,2.1729
KIC 6962977,Kepler-292 c,3.71545593,169.78318,2.558
KIC 6962977,Kepler-292 d,7.0556584,181.91205,3.0479
KIC 6962977,Kepler-292 e,11.97884409,178.96957,3.751
KIC 6964929,Kepler-1340 b,0.665025941,131.65962,1.7542
KIC 6975129,Kepler-312 b,1.772451066,132.08668,2.4592
KIC 7019524,Kepler-1376 b,5.30873978,134.25061,3.018
KIC 7033233,Kepler-1197 b,2.032318856,132.64394,1.1596
KIC 7033671,Kepler-641 b,9.48965527,171.92604,3.587
KIC 7040629,Kepler-208 b,4.22865217,170.74053,3.3275
KIC 7040629,Kepler-208 c,7.46662068,132.7755,3.87
KIC 7040629,Kepler-208 d,11.1317901,134.42272,4.051
KIC 7040629,Kepler-208 e,16.25951967,144.53203,3.854
KIC 7045496,Kepler-1021 b,13.47472742,133.48999,2.5995
KIC 7046035,Kepler-1603 b,2.27164952,131.82601,4.054
KIC 7046804,Kepler-492 b,11.720123999,142.173999,3.0039
KIC 7050989,Kepler-136 b,11.57890926,175.58603,2.7207
KIC 7050989,Kepler-136 c,16.39926461,131.96806,3.4108
KIC 7090524,Kepler-1386 b,6.73968289,132.29296,4.183
KIC 7091432,Kepler-1477 b,11.55532445,134.12977,3.499
KIC 7094486,Kepler-1009 b,11.35010642,134.04612,2.2792
KIC 7100673,Kepler-1542 b,3.95116635,134.22411,2.566
KIC 7100673,Kepler-1542 c,2.89223998,132.86232,2.521
KIC 7100673,Kepler-1542 d,5.99273265,131.75079,2.6502
KIC 7100673,Kepler-1542 e,5.10110666,132.42955,2.657
KIC 7102227,Kepler-290 b,14.58932429,141.93498,2.4184
KIC 7107802,Kepler-1231 b,10.41728722,137.45784,4.125
KIC 7109675,Kepler-46 d,6.76652928,138.0637,2.9004
KIC 7115785,Kepler-209 b,16.08786246,172.81384,3.095
KIC 7118364,Kepler-710 b,4.347288783,172.23343,2.1024
KIC 7124613,Kepler-642 b,4.41746257,170.79073,2.965
KIC 7132798,Kepler-119 b,2.422084188,132.940079,2.5613
KIC 7132798,Kepler-119 c,4.12511935,133.64014,2.877
KIC 7133294,Kepler-1607 b,13.6471211,132.2552,8.331
KIC 7134976,Kepler-246 b,4.601811819,169.98108,2.2607
KIC 7134976,Kepler-246 c,11.18719905,137.17814,3.252
KIC 7175184,Kepler-144 b,5.88527364,174.42554,1.9531
KIC 7175184,Kepler-144 c,10.10463142,135.55718,2.369
KIC 7204981,Kepler-1127 b,5.1233204,132.08472,2.7466
KIC 7207061,Kepler-417 b,12.33087921,361.9744,3.0664
KIC 7207061,Kepler-417 c,15.94248453,146.33157,3.4894
KIC 7211221,Kepler-831 b,5.62154315,136.89013,2.4143
KIC 7211469,Kepler-830 b,11.29689442,134.57233,4.623
KIC 7215603,Kepler-910 b,2.36436762,132.25007,3.372
KIC 7216284,Kepler-1420 b,6.69958851,134.1468,2.831
KIC 7219825,Kepler-123 b,17.23232894,135.0922,4.5568
KIC 7220429,Kepler-931 b,8.03753796,139.3582,2.9118
KIC 7259298,Kepler-1278 b,3.23941775,133.98383,2.569
KIC 7265298,Kepler-355 b,11.0317836,362.3431,4.753
KIC 7269493,Kepler-1027 b,1.907810683,131.63784,1.8707
KIC 7269974,Kepler-160 b,4.309381978,134.03552,2.8977
KIC 7269974,Kepler-160 c,13.69942266,171.48036,4.3409
KIC 7273277,Kepler-1035 b,2.714078374,133.71179,1.3115
KIC 7277317,Kepler-643 b,16.33888067,177.917586,9.3599
KIC 7286911,Kepler-1133 b,11.55562042,138.19752,1.6758
KIC 7287995,Kepler-81 b,5.95489993,170.955871,2.3892
KIC 7287995,Kepler-81 c,12.03987488,181.22536,2.7363
KIC 7289317,Kepler-1243 b,16.83203175,140.53041,4.031
KIC 7295235,Kepler-743 b,3.179267286,261.841607,1.0246
KIC 7304449,Kepler-1650 b,1.538180949,131.822823,1.2635
KIC 7350067,Kepler-1646 b,4.48559215,135.43172,0.8161
KIC 7366258,Kepler-82 d,2.382951591,135.080841,1.8876
KIC 7366258,Kepler-82 e,5.902245782,136.78393,2.9003
KIC 7368664,Kepler-434 b,12.874712426,170.022499,2.2491
KIC 7382313,Kepler-1220 b,7.42697378,133.099,3.206
KIC 7419318,Kepler-137 b,8.43639829,179.88704,3.2451
KIC 7419318,Kepler-137 c,18.73577127,177.634372,3.0356
KIC 7427764,Kepler-1595 b,4.56383697,132.26068,2.271
KIC 7428736,Kepler-1358 b,7.06321927,132.52395,2.411
KIC 7434875,Kepler-247 b,3.336123113,135.31623,1.9616
KIC 7434875,Kepler-247 c,9.439459486,177.186096,2.8979
KIC 7439316,Kepler-866 b,2.617028373,134.03294,2.046
KIC 7440748,Kepler-161 b,4.9213639,174.299322,1.8806
KIC 7440748,Kepler-161 c,7.064252021,135.379512,1.3867
KIC 7445445,Kepler-184 b,10.68758211,169.93115,3.3812
KIC 7447200,Kepler-210 b,2.453236139,170.892059,1.6691
KIC 7447200,Kepler-210 c,7.972510087,171.585057,2.9754
KIC 7449136,Kepler-1002 b,4.33643506,133.85442,4.1445
KIC 7449541,Kepler-1078 b,3.00725068,131.90484,4.4302
KIC 7455287,Kepler-54 b,8.01078456,170.20739,2.312
KIC 7455287,Kepler-54 c,12.07134205,143.45948,4.3224
KIC 7455981,Kepler-1425 b,14.4540329,135.4521,7.183
KIC 7457296,Kepler-1145 b,3.97076603,134.63962,1.814
KIC 7458762,Kepler-713 b,7.41113177,175.34754,2.5242
KIC 7504778,Kepler-1188 b,17.1369408,141.01497,6.416
KIC 7509886,Kepler-211 b,4.13852825,132.01882,2.281
KIC 7509886,Kepler-211 c,6.0404622,172.59327,1.98
KIC 7515212,Kepler-212 b,16.2580276,139.6381,6.375
KIC 7515679,Kepler-1517 b,5.546083089,133.50348,2.717
KIC 7529266,Kepler-435 b,8.600153929,177.642421,9.0015
KIC 7532973,Kepler-854 b,2.144632238,133.984128,6.2701
KIC 7542813,Kepler-1180 b,16.8600805,139.84916,5.557
KIC 7582689,Kepler-431 b,6.80257947,138.0478,4.608
KIC 7582689,Kepler-431 c,8.70312154,140.15531,4.807
KIC 7582689,Kepler-431 d,11.9216035,137.47581,5.009
KIC 7585481,Kepler-714 b,8.09888906,176.623731,4.20241
KIC 7595157,Kepler-605 b,3.383540239,169.63859,1.403
KIC 7595157,Kepler-605 c,2.358952404,132.68957,1.593
KIC 7596240,Kepler-1584 b,13.3997555,131.84235,3.534
KIC 7603200,Kepler-138 b,10.31282204,133.53528,2.0138
KIC 7603200,Kepler-138 c,13.78109471,177.852785,2.3188
KIC 7604328,Kepler-1245 b,4.35407371,132.85695,2.427
KIC 7604328,Kepler-1245 c,2.936587946,133.03618,1.8952
KIC 7605093,Kepler-1356 b,0.634003002,131.89476,0.9207
KIC 7609553,Kepler-1387 b,2.279523364,133.3576,1.6202
KIC 7610663,Kepler-1560 b,3.03196812,133.98825,1.723
KIC 7620413,Kepler-1098 b,2.543063763,132.68159,2.8473
KIC 7626370,Kepler-932 b,1.921437488,131.806204,1.9046
KIC 7626506,Kepler-112 b,8.408878137,134.006366,3.4967
KIC 7629518,Kepler-863 b,15.59466045,137.5636,5.0478
KIC 7663405,Kepler-876 b,5.1443645,133.83044,2.703
KIC 7663691,Kepler-715 b,10.00653012,176.96898,5.344
KIC 7668663,Kepler-1005 b,6.4980147,136.00108,2.4384
KIC 7672097,Kepler-1160 b,7.97033985,136.55775,2.6675
KIC 7673192,Kepler-402 b,4.02877097,133.76774,3.173
KIC 7673192,Kepler-402 c,6.12479773,134.93803,3.466
KIC 7673192,Kepler-402 d,8.92114318,137.49071,3.933
KIC 7673192,Kepler-402 e,11.24284815,136.32084,4.241
KIC 7673841,Kepler-392 b,5.34182466,136.3186,3.577
KIC 7673841,Kepler-392 c,10.42317343,135.15208,2.341
KIC 7676423,Kepler-1430 b,2.46050095,133.61605,1.861
KIC 7678434,Kepler-716 b,10.37168928,172.61729,3.035
KIC 7685981,Kepler-717 b,4.40841331,172.18582,5.012
KIC 7691260,Kepler-882 b,3.989544192,134.0989,1.591
KIC 7747425,Kepler-341 b,5.19559398,132.72178,3.748
KIC 7747425,Kepler-341 c,8.0103929,135.31823,4.2713
KIC 7747457,Kepler-1613 b,1.5184181,132.138,2.842
KIC 7755636,Kepler-1015 b,16.00496657,135.25305,6.5047
KIC 7764367,Kepler-644 b,3.173914037,170.92525,3.6069
KIC 7765528,Kepler-972 b,7.03932913,133.85433,3.514
KIC 7767162,Kepler-1375 b,3.30040818,133.56723,4.462
KIC 7769819,Kepler-1342 b,2.21571296,131.82107,1.8211
KIC 7778437,Kepler-471 b,5.014234733,133.174289,4.589
KIC 7778767,Kepler-1267 b,13.0313583,144.11544,4.521
KIC 7802719,Kepler-1157 b,4.45743267,132.16006,2.3226
KIC 7808587,Kepler-886 b,6.24145791,134.88892,3.0998
KIC 7815744,Kepler-933 b,14.20442616,142.7332,3.898
KIC 7825899,Kepler-248 b,6.308201629,174.047661,2.9785
KIC 7825899,Kepler-248 c,16.23947096,175.569907,4.0374
KIC 7826620,Kepler-1579 b,0.849906734,131.6741,1.141
KIC 7831264,Kepler-116 b,5.968724048,137.158607,3.651
KIC 7831264,Kepler-116 c,13.07141889,144.44217,3.0946
KIC 7832356,Kepler-855 b,7.886632468,360.514132,5.2147
KIC 7838675,Kepler-1561 b,1.005205893,132.45541,1.63
KIC 7841925,Kepler-865 b,14.16400071,140.58934,4.3031
KIC 7849854,Kepler-718 b,2.052349884,169.890622,2.0778
KIC 7869917,Kepler-880 b,7.71467686,133.55635,4.5871
KIC 7870032,Kepler-961 b,16.87725775,138.64907,3.7917
KIC 7870390,Kepler-83 b,9.7704486,175.71372,2.4517
KIC 7870390,Kepler-83 d,5.169804269,172.63153,2.153
KIC 7871954,Kepler-303 b,1.937029968,134.72107,1.4727
KIC 7871954,Kepler-303 c,7.06117322,136.27344,1.0406
KIC 7877496,Kepler-412 b,1.72086129,133.0209998,2.0243
KIC 7901948,Kepler-872 b,2.578852119,133.2237,2.3581
KIC 7907423,Kepler-249 b,3.306551643,134.37211,1.8177
KIC 7907423,Kepler-249 c,7.11373257,174.32351,2.1764
KIC 7907423,Kepler-249 d,15.36845737,147.38965,2.4714
KIC 7908367,Kepler-1642 b,12.2064304,134.053,2.407
KIC 7908367,Kepler-1642 c,6.6513189,135.289,2.135
KIC 7918992,Kepler-1091 b,1.434745129,132.62802,1.862
KIC 7935997,Kepler-1629 b,3.87594316,134.84758,2.314
KIC 7950644,Kepler-427 b,10.290994129,137.0220594,4.28889
KIC 7960980,Kepler-1170 b,9.98970266,133.76102,3.7
KIC 7977197,Kepler-162 b,6.91986988,134.11594,3.4253
KIC 8004903,Kepler-1286 b,11.25401871,136.8901,4.759
KIC 8008067,Kepler-139 b,15.77111067,184.90347,5.0574
KIC 8008206,Kepler-185 b,1.632916419,134.54956,1.5599
KIC 8009350,Kepler-892 b,13.75207851,143.03241,2.8831
KIC 8013439,Kepler-381 b,5.62904396,134.74679,3.7295
KIC 8013439,Kepler-381 c,13.39155154,133.05499,3.391
KIC 8015907,Kepler-585 b,2.752359689,171.259808,2.0722
KIC 8016691,Kepler-1456 b,18.1373788,136.8106,3.844
KIC 8017703,Kepler-174 b,13.98177862,181.975114,2.958
KIC 8022244,Kepler-175 b,11.90352088,178.34161,4.297
KIC 8022489,Kepler-1311 b,11.1726723,140.00764,6.106
KIC 8022489,Kepler-1311 c,2.53573284,133.01581,3.989
KIC 8025596,Kepler-1290 b,4.69505576,133.93643,3.058
KIC 8026752,Kepler-502 b,4.286866229,138.614882,4.4726
KIC 8030148,Kepler-474 b,5.660669429,137.416045,4.6483
KIC 8030339,Kepler-1534 b,5.71668787,136.32274,1.97
KIC 8036287,Kepler-1537 b,1.44445234,132.80685,0.9753
KIC 8037038,Kepler-1631 b,4.09513876,131.67784,2.462
KIC 8037145,Kepler-176 b,5.433132902,138.36644,2.4012
KIC 8037145,Kepler-176 c,12.75934489,170.32152,3.5889
KIC 8039892,Kepler-719 b,5.007316661,173.433997,4.2362
KIC 8041216,Kepler-500 b,8.508333104,134.785645,3.4559
KIC 8042453,Kepler-1182 b,11.17392077,134.70626,3.307
KIC 8043638,Kepler-559 b,17.58751692,176.077382,4.3773
KIC 8051946,Kepler-1416 b,1.4951513,132.66025,3.43
KIC 8073705,Kepler-1445 b,10.60052083,132.98523,4.509
KIC 8077137,Kepler-128 b,15.0896415,175.95371,4.3349
KIC 8081239,Kepler-1476 b,10.35857039,138.30794,2.577
KIC 8081899,Kepler-1235 b,4.16056658,132.27418,2.61
KIC 8081905,Kepler-1292 b,3.27645723,131.97924,2.219
KIC 8082001,Kepler-893 b,6.33855946,354.85104,3.4617
KIC 8095441,Kepler-1332 b,11.87457664,140.21259,1.9797
KIC 8107225,Kepler-499 b,5.63252508,133.81818,2.1448
KIC 8107380,Kepler-476 b,14.00640392,142.20885,4.6919
KIC 8120608,Kepler-186 b,3.886795001,133.32959,1.7574
KIC 8120608,Kepler-186 c,7.26731094,174.31292,2.2691
KIC 8120608,Kepler-186 d,13.3430025,176.90387,2.7399
KIC 8125580,Kepler-749 b,17.31711739,142.36094,3.1518
KIC 8150320,Kepler-55 d,2.211116989,170.150139,1.6485
KIC 8150320,Kepler-55 e,4.617490562,135.04909,2.2618
KIC 8150320,Kepler-55 f,10.19849255,137.92067,2.4283
KIC 8158127,Kepler-750 b,9.42889884,140.1046,4.4481
KIC 8158127,Kepler-750 c,4.08897299,135.76402,3.585
KIC 8161561,Kepler-645 b,3.275821982,170.25357,3.0427
KIC 8164012,Kepler-1106 b,1.252753881,133.17054,2.1472
KIC 8164257,Kepler-357 b,6.47539108,137.5825,2.7048
KIC 8164257,Kepler-357 c,16.85825609,142.34289,2.0728
KIC 8165946,Kepler-1100 b,6.42199919,134.58037,2.6192
KIC 8167996,Kepler-327 b,2.549562652,132.60803,1.6999
KIC 8167996,Kepler-327 c,5.21230171,132.71052,2.098
KIC 8167996,Kepler-327 d,13.96950181,132.17062,1.5871
KIC 8168187,Kepler-1142 b,18.3027235,142.89166,8.262
KIC 8174625,Kepler-751 b,17.44486016,141.6802,4.445
KIC 8191672,Kepler-5 b,3.548465446,122.9014315,4.56904
KIC 8193178,Kepler-187 b,4.93883135,135.95465,4.388
KIC 8193178,Kepler-187 c,10.64021008,179.77776,5.4381
KIC 8197343,Kepler-946 b,11.79161234,134.54064,3.036
KIC 8212002,Kepler-1285 b,14.7966306,142.74484,5.613
KIC 8218379,Kepler-1014 b,16.57099265,133.90704,2.9052
KIC 8219268,Kepler-91 b,6.24667547,136.38688,11.261
KIC 8222813,Kepler-760 b,8.70420525,357.55941,2.9385
KIC 8222813,Kepler-760 c,2.46697039,354.93093,1.6345
KIC 8226994,Kepler-250 b,4.14810719,133.3881,2.535
KIC 8226994,Kepler-250 c,7.15681552,174.13511,2.5882
KIC 8226994,Kepler-250 d,17.64830851,133.54533,2.0873
KIC 8229458,Kepler-1152 b,1.646801683,132.0615,1.1966
KIC 8229696,Kepler-761 b,10.12805158,139.1159,3.517
KIC 8230616,Kepler-316 b,2.240486703,137.82477,1.3988
KIC 8230616,Kepler-316 c,6.82778157,131.78839,2.3726
KIC 8235924,Kepler-1203 b,0.588001053,132.058754,1.1451
KIC 8240797,Kepler-321 b,4.915385452,132.69448,2.7757
KIC 8240797,Kepler-321 c,13.09390911,144.525,2.2805
KIC 8240904,Kepler-266 b,6.61836309,360.36694,3.6813
KIC 8247638,Kepler-251 b,4.79090809,136.31106,2.603
KIC 8247638,Kepler-251 c,16.51410989,176.11686,4.1575
KIC 8247771,Kepler-1200 b,1.118547814,132.84826,1.5534
KIC 8255887,Kepler-720 b,4.708326451,171.446507,3.16114
KIC 8277797,Kepler-322 b,1.653889476,132.18845,1.7242
KIC 8277797,Kepler-322 c,4.33722007,132.85152,2.4973
KIC 8278371,Kepler-780 b,0.677374687,133.94573,1.8361
KIC 8280511,Kepler-271 b,10.43547031,134.82462,3.4167
KIC 8280511,Kepler-271 c,7.41084314,135.75425,3.245
KIC 8280511,Kepler-271 d,5.24970432,135.46911,2.746
KIC 8282651,Kepler-1136 b,2.361724472,133.23932,1.2167
KIC 8288947,Kepler-778 b,3.75574267,133.4333,2.2911
KIC 8292840,Kepler-126 b,10.49566303,172.79335,4.7356
KIC 8344004,Kepler-188 b,2.06190864,133.19888,1.9743
KIC 8344004,Kepler-188 c,5.996533443,172.50558,3.3129
KIC 8346392,Kepler-777 b,5.72812616,135.18066,2.0295
KIC 8349582,Kepler-95 b,11.523067458,131.969055,3.8757
KIC 8351704,Kepler-779 b,7.09712124,136.34514,2.1059
KIC 8352537,Kepler-547 b,6.010383339,174.084883,2.1939
KIC 8355239,Kepler-189 b,10.39986173,141.51366,3.377
KIC 8359498,Kepler-77 b,3.578780566,134.0304187,2.91089
KIC 8361905,Kepler-646 b,15.87360981,182.40408,3.5246
KIC 8381204,Kepler-1119 b,8.32651854,135.58655,5.483
KIC 8394721,Kepler-79 b,13.48457668,136.61808,5.0197
KIC 8395660,Kepler-106 b,6.164876,135.63916,3.262
KIC 8395660,Kepler-106 c,13.57078281,136.279194,3.3539
KIC 8410727,Kepler-270 b,11.47609015,135.39622,5.046
KIC 8414716,Kepler-721 b,5.392026903,171.72707,2.9804
KIC 8415200,Kepler-1328 b,4.52158614,133.21804,3.4702
KIC 8416523,Kepler-1604 b,0.341842017,131.660336,1.1554
KIC 8426567,Kepler-1013 b,18.93055119,143.25058,3.372
KIC 8463346,Kepler-436 c,16.79716262,134.0417,3.83
KIC 8478994,Kepler-37 b,13.3669309,184.0734,3.733
KIC 8480285,Kepler-647 b,16.2254975,144.02673,6.471
KIC 8481129,Kepler-1223 b,16.3012727,133.79446,3.974
KIC 8490993,Kepler-722 b,4.093578461,171.00954,2.5833
KIC 8491277,Kepler-498 b,9.61375316,132.185679,4.654
KIC 8492026,Kepler-1054 b,4.30656389,132.44098,4.1107
KIC 8494410,Kepler-1516 b,7.2593226,131.71082,6.1394
KIC 8495415,Kepler-1208 b,11.08507658,355.03627,1.751
KIC 8505670,Kepler-252 b,6.66833241,137.43988,1.915
KIC 8505670,Kepler-252 c,10.8484518,171.80584,2.9993
KIC 8507475,Kepler-1585 b,3.58273837,134.95108,1.523
KIC 8543100,Kepler-1033 b,7.56052209,134.47889,3.8573
KIC 8544992,Kepler-388 b,3.17323012,133.69979,1.9094
KIC 8544992,Kepler-388 c,13.2970695,140.94606,3.283
KIC 8544996,Kepler-723 b,4.082274889,169.6375652,3.23015
KIC 8547140,Kepler-801 b,11.41926141,137.66894,3.9908
KIC 8552719,Kepler-953 c,9.10969334,133.06566,5.3181
KIC 8557374,Kepler-213 b,2.462344253,171.84315,1.8113
KIC 8557374,Kepler-213 c,4.822969318,134.43535,0.8752
KIC 8558011,Kepler-607 b,0.638162933,131.74826,1.2313
KIC 8559152,Kepler-1256 b,12.4128518,140.35679,4.298
KIC 8559644,Kepler-111 b,3.341799486,141.35472,2.9254
KIC 8561063,Kepler-42 b,1.213770423,170.483645,0.5532
KIC 8561063,Kepler-42 c,0.453287416,133.869741,0.4445
KIC 8561063,Kepler-42 d,1.865114193,133.792344,0.4279
KIC 8564587,Kepler-57 b,5.729317577,138.559971,1.1816
KIC 8564587,Kepler-57 c,11.60908533,133.99324,2.2603
KIC 8564674,Kepler-349 b,5.92972237,135.49811,2.518
KIC 8564674,Kepler-349 c,12.2476121,138.2196,3.209
KIC 8565266,Kepler-608 b,6.412512953,169.879804,5.2677
KIC 8573193,Kepler-1591 b,8.18504859,134.554,4.673
KIC 8609450,Kepler-282 b,9.2207691,138.0072,4.907
KIC 8609450,Kepler-282 c,13.6396648,141.7301,5.425
KIC 8612275,Kepler-360 b,3.289726319,131.75522,2.3274
KIC 8612275,Kepler-360 c,7.18644594,136.62345,1.4972
KIC 8612847,Kepler-800 b,14.13175309,142.26044,4.0136
KIC 8613535,Kepler-1165 b,9.47850818,140.16526,6.154
KIC 8616637,Kepler-190 b,2.019997006,170.07102,1.8073
KIC 8616637,Kepler-190 c,3.763041531,132.59298,1.6011
KIC 8625925,Kepler-609 b,6.521209629,175.7111,2.7975
KIC 8628758,Kepler-804 b,14.37457572,138.20189,4.7892
KIC 8628758,Kepler-804 c,9.65188331,132.15947,4.296
KIC 8628973,Kepler-724 b,3.314947362,171.313058,1.8007
KIC 8630788,Kepler-281 b,14.64613058,136.5227,5.688
KIC 8644288,Kepler-18 b,3.504691252,133.511941,1.9811
KIC 8644288,Kepler-18 c,7.641567589,135.407564,3.41018
KIC 8644288,Kepler-18 d,14.85890852,128.154869,3.5252
KIC 8653134,Kepler-1643 b,5.34264143,134.38122,2.453
KIC 8680979,Kepler-330 b,8.25980352,137.47021,2.928
KIC 8680979,Kepler-330 c,15.95541913,143.30236,3.9851
KIC 8681734,Kepler-1198 b,7.68478504,137.64035,2.447
KIC 8681833,Kepler-1372 b,1.311558909,131.53283,1.919
KIC 8685497,Kepler-914 b,4.4096675,132.45003,2.1418
KIC 8689373,Kepler-253 b,3.78402867,133.28133,1.9012
KIC 8689373,Kepler-253 c,10.28194593,175.33988,3.4366
KIC 8689373,Kepler-253 d,18.11993039,182.61535,4.2309
KIC 8689793,Kepler-1003 b,3.554856338,131.80398,2.1004
KIC 8692861,Kepler-69 b,13.7223682,137.84083,5.1231
KIC 8700771,Kepler-806 b,8.0922105,138.04535,5.7696
KIC 8711794,Kepler-463 b,8.981014925,136.649307,1.8478
KIC 8733898,Kepler-446 b,1.565412613,132.91281,0.7572
KIC 8733898,Kepler-446 c,3.036208739,134.06146,0.9324
KIC 8733898,Kepler-446 d,5.14892346,133.31971,0.9613
