u,g,r,i,z,u-g,g-r,r-i,i-z,Class
20.73218,19.89247,19.612000000000002,19.51471,19.49421,0.8397100000000001,0.28047,0.09729,0.0205,1.0
20.9168,20.1558,19.84694,19.71162,19.70287,0.7609999999999999,0.30885999999999997,0.13532,0.00875,1.0
19.8098,18.91777,18.63399,18.52219,18.5552,0.8920299999999999,0.28378000000000003,0.1118,-0.03301000000000001,1.0
20.529410000000002,19.71988,19.45609,19.3616,19.43309,0.80953,0.26379,0.09449,-0.07149,1.0
20.15989,19.2269,19.01681,18.9169,18.94998,0.93299,0.21009,0.09991,-0.03308,1.0
20.67545,19.88842,19.63212,19.490029999999997,19.68074,0.78703,0.2563,0.14209000000000002,-0.19071,1.0
21.13719,20.24716,19.94989,19.7908,19.80548,0.8900299999999999,0.29727,0.15909,-0.014679999999999999,1.0
19.30026,18.35699,18.14092,18.02225,18.07062,0.94327,0.21606999999999998,0.11867,-0.048369999999999996,1.0
19.044710000000002,18.03659,17.68771,17.50631,17.47111,1.0081200000000001,0.34888,0.1814,0.0352,2.0
20.35485,19.44576,19.131079999999997,18.99061,18.95397,0.90909,0.31468,0.14047,0.03664,1.0
20.30886,19.47114,19.283179999999998,19.244,19.23483,0.83772,0.18796,0.03917999999999999,0.009169999999999998,1.0
23.55578,20.822689999999998,19.40193,18.5766,18.140539999999998,2.7330900000000002,1.42076,0.8253299999999999,0.43606000000000006,1.0
19.39154,17.394679999999997,16.68659,16.46785,16.3627,1.9968599999999999,0.70809,0.21874,0.10515,3.0
18.86015,17.35129,16.861639999999998,16.69104,16.62568,1.50886,0.48965,0.1706,0.06536,3.0
22.87546,20.33306,19.03152,18.4173,18.02662,2.5424,1.30154,0.61422,0.39068,1.0
20.43703,17.64675,16.31321,15.71083,15.38819,2.79028,1.33354,0.60238,0.32264,3.0
21.3758,17.91817,17.51932,17.33501,17.32764,3.457630000000001,0.39885,0.18431,0.0073700000000000015,3.0
17.270960000000002,16.23418,15.73269,15.497129999999999,15.38136,1.03678,0.50149,0.23556,0.11577,3.0
20.5653,19.59918,19.36298,19.238879999999998,19.22457,0.9661200000000001,0.2362,0.1241,0.014310000000000003,1.0
20.64572,19.68879,19.49354,19.34818,19.37645,0.95693,0.19525,0.14536,-0.028270000000000003,1.0
18.19256,17.04559,16.5945,16.38431,16.25851,1.14697,0.45109,0.21019000000000002,0.1258,3.0
21.12078,20.22553,19.87342,19.77664,19.75067,0.89525,0.35211,0.09677999999999999,0.02597,1.0
16.340310000000002,15.10271,15.13189,15.1731,15.20096,1.2376,-0.029179999999999984,-0.04121,-0.027859999999999996,4.0
22.48829,20.32713,18.95531,17.81464,17.18229,2.1611599999999997,1.37182,1.14067,0.63235,1.0
20.906999999999996,20.150129999999997,19.84212,19.76145,19.64181,0.7568699999999999,0.30801,0.08067,0.11964000000000001,1.0
20.211370000000002,18.43918,17.85722,17.64367,17.554170000000003,1.7721900000000002,0.58196,0.21355,0.0895,3.0
21.17667,20.16986,19.86143,19.72864,19.74626,1.00681,0.30843000000000004,0.13279000000000002,-0.017619999999999997,1.0
20.59405,19.71102,19.438579999999998,19.37368,19.44056,0.88303,0.27244,0.0649,-0.06688,1.0
21.28473,20.04159,19.78312,19.68058,19.725620000000003,1.24314,0.25847,0.10254,-0.04504,1.0
22.19195,17.951060000000002,16.837429999999998,16.40556,16.17703,4.24089,1.11363,0.43187000000000003,0.22853,3.0
19.01611,17.96351,17.599429999999998,17.4279,17.41108,1.0526,0.36408,0.17153,0.01682,2.0
16.54,15.166970000000001,14.594489999999999,14.311929999999998,14.17399,1.37303,0.57248,0.28256,0.13794,3.0
19.959429999999998,19.24643,19.02821,18.93929,19.04205,0.713,0.21821999999999997,0.08892,-0.10275999999999999,1.0
23.4167,18.50329,17.1642,16.59101,16.261770000000002,4.91341,1.33909,0.57319,0.32924000000000003,3.0
19.15241,18.08737,17.75733,17.614729999999998,17.57761,1.06504,0.33004,0.1426,0.03712,2.0
18.65452,17.54545,17.09881,16.90587,16.87469,1.10907,0.44664,0.19294,0.031180000000000003,3.0
21.332729999999998,20.28603,19.84553,19.730539999999998,19.65519,1.0467,0.4405,0.11499000000000001,0.07535,1.0
19.1685,18.20169,17.90128,17.77133,17.768629999999998,0.9668100000000001,0.30041,0.12995,0.002700000000000008,2.0
21.06896,20.293689999999998,19.95928,19.79479,19.78039,0.77527,0.33441,0.16449,0.014399999999999996,1.0
19.91696,19.0639,18.79699,18.67011,18.67409,0.85306,0.26691,0.12688,-0.003979999999999997,1.0
20.7793,18.19284,16.77719,16.02792,15.634279999999999,2.5864599999999998,1.41565,0.74927,0.39364,3.0
22.881,20.34199,19.132089999999998,18.67282,18.407420000000002,2.5390099999999998,1.2099,0.45926999999999996,0.2654,1.0
19.773239999999998,18.85857,18.630760000000002,18.565520000000003,18.550629999999998,0.9146700000000001,0.22780999999999998,0.06523999999999999,0.01489,1.0
20.16369,19.29455,19.00507,18.908739999999998,18.85193,0.8691399999999999,0.28948,0.09633,0.05681,1.0
17.682560000000002,16.534689999999998,16.05443,15.82204,15.71119,1.1478700000000002,0.48026,0.23239,0.11085,3.0
20.376839999999998,19.37303,18.995829999999998,18.65295,18.479210000000002,1.00381,0.3772,0.34288,0.17374,1.0
20.678729999999998,19.8602,19.60024,19.47039,19.4868,0.81853,0.25995999999999997,0.12985,-0.016410000000000008,1.0
21.5458,20.18443,19.64575,19.47741,19.33237,1.36137,0.53868,0.16834000000000002,0.14504,1.0
20.30811,19.44342,19.20985,19.25678,19.075129999999998,0.86469,0.23356999999999997,-0.04693,0.18165,1.0
19.70277,18.751839999999998,18.547079999999998,18.46627,18.44492,0.9509299999999999,0.20476,0.08081,0.02135,1.0
20.9985,20.10091,19.8253,19.64175,19.583820000000003,0.89759,0.27560999999999997,0.18355,0.057929999999999995,1.0
19.315260000000002,18.36006,18.115370000000002,18.00314,18.02003,0.9552,0.24469000000000002,0.11223,-0.016890000000000002,1.0
20.334970000000002,19.466910000000002,19.241870000000002,19.06161,19.21446,0.86806,0.22504000000000002,0.18026,-0.15285,1.0
20.95584,20.04073,19.78097,19.63985,19.65691,0.9151100000000001,0.25976,0.14112,-0.017059999999999992,1.0
19.99154,19.06868,18.854470000000003,18.78422,18.735970000000002,0.92286,0.21420999999999998,0.07025,0.04825,1.0
20.688760000000002,19.840889999999998,19.58696,19.47658,19.444979999999997,0.8478700000000001,0.25393000000000004,0.11037999999999999,0.0316,1.0
21.10524,20.12991,19.823320000000002,19.70911,19.80641,0.9753299999999999,0.30659000000000003,0.11420999999999999,-0.0973,1.0
21.221610000000002,20.25505,19.94676,19.796039999999998,19.83561,0.9665600000000001,0.30829,0.15072,-0.039569999999999994,1.0
20.10335,19.18018,18.91403,18.855079999999997,18.945829999999997,0.92317,0.26615,0.05895,-0.09075,1.0
18.82997,17.80787,17.36731,17.199920000000002,17.13353,1.0221,0.44056000000000006,0.16739,0.06639,3.0
21.6898,20.28614,19.85064,19.73049,20.01649,1.4036600000000001,0.4355,0.12015,-0.28600000000000003,1.0
19.168110000000002,18.22341,17.93725,17.8302,17.81702,0.9447,0.28615999999999997,0.10705,0.013179999999999997,2.0
19.166710000000002,18.09802,17.71021,17.593,17.55121,1.06869,0.38781,0.11721,0.04179,2.0
22.90062,20.933670000000003,19.45864,18.96705,18.64334,1.96695,1.4750299999999998,0.49158999999999997,0.32371,1.0
20.478089999999998,18.58848,17.87529,17.66219,17.56166,1.8896099999999998,0.71319,0.2131,0.10052999999999998,3.0
20.71622,19.958779999999997,19.63084,19.57979,19.5682,0.75744,0.32794,0.05105,0.011590000000000003,1.0
